PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Ugur, Asli; Katmis, Ferhat; Li, Mingda; Wu, Lijun; Zhu, Yimei; Varanasi, Kripa K.; Gleason, Karen K.								Low-Dimensional Conduction Mechanisms in Highly Conductive and Transparent Conjugated Polymers								ADVANCED MATERIALS				27	31			4604	4610		10.1002/adma.201502340			AUG 19 2015	2015										57							WOS:000359911500015		
J	Wu, Keliu; Li, Xiangfang; Wang, Chenchen; Chen, Zhangxin; Yu, Wei								A model for gas transport in microfractures of shale and tight gas reservoirs								AICHE JOURNAL				61	6			2079	2088		10.1002/aic.14791			JUN 2015	2015										57							WOS:000355141100026		
J	Wingert, Matthew C.; Kwon, Soonshin; Hu, Ming; Poulikakos, Dimos; Xiang, Jie; Chen, Renkun								Sub-amorphous Thermal Conductivity in Ultrathin Crystalline Silicon Nanotubes								NANO LETTERS				15	4			2605	2611		10.1021/acs.nanolett.5b00167			APR 2015	2015										57							WOS:000352750200059		
J	Zhang, Zhuang; Chen, Guangming; Wang, Hanfu; Zhai, Wentao								Enhanced thermoelectric property by the construction of a nanocomposite 3D interconnected architecture consisting of graphene nanolayers sandwiched by polypyrrole nanowires								JOURNAL OF MATERIALS CHEMISTRY C				3	8			1649	1654		10.1039/c4tc02471k			2015	2015										57							WOS:000349758300004		
J	Vidyadharan, Baiju; Abd Aziz, Radhiyah; Misnon, Izan Izwan; Kumar, Gopinathan M. Anil; Ismail, Jamil; Yusoff, Mashitah M.; Jose, Rajan								High energy and power density asymmetric supercapacitors using electrospun cobalt oxide nanowire anode								JOURNAL OF POWER SOURCES				270				526	535		10.1016/j.jpowsour.2014.07.134			DEC 15 2014	2014										57							WOS:000342245400060		
J	Fountaine, Katherine T.; Whitney, William S.; Atwater, Harry A.								Resonant absorption in semiconductor nanowires and nanowire arrays: Relating leaky waveguide modes to Bloch photonic crystal modes								JOURNAL OF APPLIED PHYSICS				116	15					153106	10.1063/1.4898758			OCT 21 2014	2014										57							WOS:000344345400006		
J	Wang, Jiao; Cai, Kefeng; Shen, Shirley; Yin, Junlin								Preparation and thermoelectric properties of multi-walled carbon nanotubes/polypyrrole composites								SYNTHETIC METALS				195				132	136		10.1016/j.synthmet.2014.06.003			SEP 2014	2014										57							WOS:000341469300019		
J	Lin, Qingfeng; Leung, Siu-Fung; Lu, Linfeng; Chen, Xiaoyuan; Chen, Zhuo; Tang, Haoning; Su, Wenjun; Li, Dongdong; Fan, Zhiyong								Inverted Nanocone-Based Thin Film Photovoltaics with Omnidirectionally Enhanced Performance								ACS NANO				8	6			6484	6490		10.1021/nn5023878			JUN 2014	2014										57							WOS:000338089200118		
J	Pastoriza-Gallego, M. J.; Lugo, L.; Cabaleiro, D.; Legido, J. L.; Pineiro, M. M.								Thermophysical profile of ethylene glycol-based ZnO nanofluids								JOURNAL OF CHEMICAL THERMODYNAMICS				73				23	30		10.1016/j.jct.2013.07.002			JUN 2014	2014										57							WOS:000335846900004		
J	Li, C. W.; Hellman, O.; Ma, J.; May, A. F.; Cao, H. B.; Chen, X.; Christianson, A. D.; Ehlers, G.; Singh, D. J.; Sales, B. C.; Delaire, O.								Phonon Self-Energy and Origin of Anomalous Neutron Scattering Spectra in SnTe and PbTe Thermoelectrics								PHYSICAL REVIEW LETTERS				112	17					175501	10.1103/PhysRevLett.112.175501			APR 30 2014	2014										57							WOS:000335816700014		
J	Thiyagu, Subramani; Hsueh, Chen-Chih; Liu, Chien-Ting; Syu, Hong-Jhang; Lin, Tzu-Ching; Lin, Ching-Fuh								Hybrid organic-inorganic heterojunction solar cells with 12% efficiency by utilizing flexible film-silicon with a hierarchical surface								NANOSCALE				6	6			3361	3366		10.1039/c3nr06323b			2014	2014										57							WOS:000332604200046		
J	Micheli, Leonardo; Sarmah, Nabin; Luo, Xichun; Reddy, K. S.; Mallick, Tapas K.								Opportunities and challenges in micro- and nano-technologies for concentrating photovoltaic cooling: A review								RENEWABLE & SUSTAINABLE ENERGY REVIEWS				20				595	610		10.1016/j.rser.2012.11.051			APR 2013	2013										57							WOS:000316828300048		
J	Lussange, J.; Guerout, R.; Rosa, F. S. S.; Greffet, J. -J.; Lambrecht, A.; Reynaud, S.								Radiative heat transfer between two dielectric nanogratings in the scattering approach								PHYSICAL REVIEW B				86	8					085432	10.1103/PhysRevB.86.085432			AUG 20 2012	2012										57							WOS:000307724000009		
J	Huang, Ningfeng; Lin, Chenxi; Povinelli, Michelle L.								Broadband absorption of semiconductor nanowire arrays for photovoltaic applications								JOURNAL OF OPTICS				14	2					024004	10.1088/2040-8978/14/2/024004			FEB 2012	2012										57							WOS:000300303400005		
J	Timofeeva, Elena V.; Moravek, Michael R.; Singh, Dileep								Improving the heat transfer efficiency of synthetic oil with silica nanoparticles								JOURNAL OF COLLOID AND INTERFACE SCIENCE				364	1			71	79		10.1016/j.jcis.2011.08.004			DEC 1 2011	2011										57							WOS:000296038600010		
J	Gorsse, S.; Bellanger, P.; Brechet, Y.; Sellier, E.; Umarji, A.; Ail, U.; Decourt, R.								Nanostructuration via solid state transformation as a strategy for improving the thermoelectric efficiency of PbTe alloys								ACTA MATERIALIA				59	19			7425	7437		10.1016/j.actamat.2011.07.049			NOV 2011	2011										57							WOS:000296405200028		
J	Longo, Giovanni A.; Zilio, Claudio								Experimental measurement of thermophysical properties of oxide-water nano-fluids down to ice-point								EXPERIMENTAL THERMAL AND FLUID SCIENCE				35	7			1313	1324		10.1016/j.expthermflusci.2011.04.019			OCT 2011	2011										57							WOS:000297089400010		
J	Gjessing, Jo; Sudbo, Aasmund S.; Marstein, Erik S.								Comparison of periodic light-trapping structures in thin crystalline silicon solar cells								JOURNAL OF APPLIED PHYSICS				110	3					033104	10.1063/1.3611425			AUG 1 2011	2011										57							WOS:000293956600005		
J	Yu, E. T.; van de Lagemaat, J.								Photon management for photovoltaics								MRS BULLETIN				36	6			424	432		10.1557/mrs.2011.109			JUN 2011	2011										57							WOS:000293245300016		
J	Tullius, Jami F.; Vajtai, Robert; Bayazitoglu, Yildiz								A Review of Cooling in Microchannels								HEAT TRANSFER ENGINEERING				32	7-8			527	541	PII 930703154	10.1080/01457632.2010.506390			2011	2011						7th International Conference on Nanochannels, Microchannels and Minichannels	JUN 22-24, 2009	ASME	Pohang, SOUTH KOREA	57							WOS:000288272000002		
J	Gharagozloo, Patricia E.; Goodson, Kenneth E.								Aggregate fractal dimensions and thermal conduction in nanofluids								JOURNAL OF APPLIED PHYSICS				108	7					074309	10.1063/1.3481423			OCT 1 2010	2010										57							WOS:000283222200125		
J	Sigmond, Michael; Scinocca, John F.								The Influence of the Basic State on the Northern Hemisphere Circulation Response to Climate Change								JOURNAL OF CLIMATE				23	6			1434	1446		10.1175/2009JCLI3167.1			MAR 2010	2010										57							WOS:000275830100010		
J	Zhang, Lijun; Du, Mao-Hua; Singh, D. J.								Zintl-phase compounds with SnSb4 tetrahedral anions: Electronic structure and thermoelectric properties								PHYSICAL REVIEW B				81	7					075117	10.1103/PhysRevB.81.075117			FEB 2010	2010										57							WOS:000274998200046		
J	Liu, J.; Wang, C. L.; Su, W. B.; Wang, H. C.; Zheng, P.; Li, J. C.; Zhang, J. L.; Mei, L. M.								Enhancement of thermoelectric efficiency in oxygen-deficient Sr1-xLaxTiO3-delta ceramics								APPLIED PHYSICS LETTERS				95	16					162110	10.1063/1.3254219			OCT 19 2009	2009										57							WOS:000271218200033		
J	Zhang, Feng; Crespi, Vincent H.; Zhang, Peihong								Prediction that Uniaxial Tension along < 111 > Produces a Direct Band Gap in Germanium								PHYSICAL REVIEW LETTERS				102	15					156401	10.1103/PhysRevLett.102.156401			APR 17 2009	2009										57							WOS:000265285700053		
J	Huang, Xiaoying; Roushan, Mojgan; Emge, Thomas J.; Bi, Wenhua; Thiagarajan, Suraj; Cheng, Jen-Hao; Yang, Ronggui; Li, Jing								Flexible Hybrid Semiconductors with Low Thermal Conductivity: The Role of Organic Diamines								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				48	42			7871	7874		10.1002/anie.200903234			2009	2009										57							WOS:000270846600027		
J	Purewal, Justin; Hwang, Son-Jong; Bowman, Robert C.; Ronnebro, Ewa; Fultz, Brent; Ahn, Channing								Hydrogen sorption behavior of the ScH(2)-LiBH(4) system: Experimental assesment of chemical destabilization effects								JOURNAL OF PHYSICAL CHEMISTRY C				112	22			8481	8485		10.1021/jp800486n			JUN 5 2008	2008										57							WOS:000256265100059		
J	Chapuis, Pierre-Olivier; Laroche, Marine; Volz, Sebastian; Greffet, Jean-Jacques								Radiative heat transfer between metallic nanoparticles								APPLIED PHYSICS LETTERS				92	20					201906	10.1063/1.2931062			MAY 19 2008	2008										57							WOS:000256196600020		
J	Bi, KD; Chen, YF; Yang, JK; Wang, YJ; Chen, MH								Molecular dynamics simulation of thermal conductivity of single-wall carbon nanotubes								PHYSICS LETTERS A				350	1-2			150	153		10.1016/j.physleta.2005.09.070			JAN 30 2006	2006										57							WOS:000234935400027		
J	Li, Juan; Zhang, Xinyue; Chen, Zhiwei; Lin, Siqi; Li, Wen; Shen, Jiahong; Witting, Ian T.; Faghaninia, Alireza; Chen, Yue; Jain, Anubhav; Chen, Lidong; Snyder, G. Jeffrey; Pei, Yanzhong								Low-Symmetry Rhombohedral GeTe Thermoelectrics								JOULE				2	5			976	987		10.1016/j.joule.2018.02.016			MAY 16 2018	2018										56							WOS:000435093800021		
J	Hong, Min; Chen, Zhi-Gang; Yang, Lei; Zou, Yi-Chao; Dargusch, Matthew S.; Wang, Hao; Zou, Jin								Realizing zT of 2.3 in Ge1-x-ySbxInyTe via Reducing the Phase-Transition Temperature and Introducing Resonant Energy Doping								ADVANCED MATERIALS				30	11					1705942	10.1002/adma.201705942			MAR 15 2018	2018										56							WOS:000427111300019		
J	Park, Youngjun; Lee, Jang-Sik								Artificial Synapses with Short- and Long-Term Memory for Spiking Neural Networks Based on Renewable Materials								ACS NANO				11	9			8962	8969		10.1021/acsnano.7b03347			SEP 2017	2017										56							WOS:000411918200044		
J	Yao, Yimin; Zeng, Xiaoliang; Sun, Rong; Xu, Jian-Bin; Wong, Ching-Ping								Highly Thermally Conductive Composite Papers Prepared Based on the Thought of Bioinspired Engineering								ACS APPLIED MATERIALS & INTERFACES				8	24			15645	15653		10.1021/acsami.6b04636			JUN 22 2016	2016										56							WOS:000378584800086		
J	Chen, Wei; Pohls, Jan-Hendrik; Hautier, Geoffroy; Broberg, Danny; Bajaj, Saurabh; Aydemir, Umut; Gibbs, Zachary M.; Zhu, Hong; Asta, Mark; Snyder, G. Jeffrey; Meredig, Bryce; White, Mary Anne; Persson, Kristin; Jain, Anubhav								Understanding thermoelectric properties from high-throughput calculations: trends, insights, and comparisons with experiment								JOURNAL OF MATERIALS CHEMISTRY C				4	20			4414	4426		10.1039/c5tc04339e			2016	2016										56							WOS:000377141300008		
J	Karami, M.; Akhavan-Behabadi, M. A.; Dehkordi, M. Raisee; Delfani, S.								Thermo-optical properties of copper oxide nanofluids for direct absorption of solar radiation								SOLAR ENERGY MATERIALS AND SOLAR CELLS				144				136	142		10.1016/j.solmat.2015.08.018			JAN 2016	2016										56							WOS:000366223900019		
J	Su, Bin; Guo, Wei; Jiang, Lei								Learning from Nature: Binary Cooperative Complementary Nanomaterials								SMALL				11	9-10			1072	1096		10.1002/smll.201401307			MAR 11 2015	2015										56							WOS:000350981000005		
J	Wang, Hongchao; Hwang, Junphil; Snedaker, Matthew Loren; Kim, Il-ho; Kang, Chanyoung; Kim, Jungwon; Stucky, Galen D.; Bowers, John; Kim, Woochul								High Thermoelectric Performance of a Heterogeneous PbTe Nanocomposite								CHEMISTRY OF MATERIALS				27	3			944	949		10.1021/cm5042138			FEB 10 2015	2015										56							WOS:000349934500034		
J	Ying, Pingjun; Liu, Xiaohua; Fu, Chenguang; Yue, Xianqiang; Xie, Hanhui; Zhao, Xinbing; Zhang, Wenqing; Zhu, Tiejun								High Performance alpha-MgAgSb Thermoelectric Materials for Low Temperature Power Generation								CHEMISTRY OF MATERIALS				27	3			909	913		10.1021/cm5041826			FEB 10 2015	2015										56							WOS:000349934500029		
J	Warzoha, Ronald J.; Weigand, Rebecca M.; Fleischer, Amy S.								Temperature-dependent thermal properties of a paraffin phase change material embedded with herringbone style graphite nanofibers								APPLIED ENERGY				137				716	725		10.1016/j.apenergy.2014.03.091			JAN 1 2015	2015										56							WOS:000348006700066		
J	Zhang, Zhuang; Chen, Guangming; Wang, Hanfu; Li, Xin								Template-Directed In Situ Polymerization Preparation of Nanocomposites of PEDOT:PSS-Coated Multi-Walled Carbon Nanotubes with Enhanced Thermoelectric Property								CHEMISTRY-AN ASIAN JOURNAL				10	1			149	153		10.1002/asia.201403100			JAN 2015	2015										56							WOS:000346736100019		
J	Zhang, Jin; Xuan, Yimin; Yang, Lili								Performance estimation of photovoltaic-thermoelectric hybrid systems								ENERGY				78				895	903		10.1016/j.energy.2014.10.087			DEC 15 2014	2014										56							WOS:000347579200087		
J	Azmi, W. H.; Sharma, K. V.; Sarma, P. K.; Mamat, Rizalman; Najafi, G.								Heat transfer and friction factor of water based TiO2 and SiO2 nanofluids under turbulent flow in a tube								INTERNATIONAL COMMUNICATIONS IN HEAT AND MASS TRANSFER				59				30	38		10.1016/j.icheatmasstransfer.2014.10.007			DEC 2014	2014										56							WOS:000347500800005		
J	Elias, M. M.; Shahrul, I. M.; Mahbubul, I. M.; Saidur, R.; Rahim, N. A.								Effect of different nanoparticle shapes on shell and tube heat exchanger using different baffle angles and operated with nanofluid								INTERNATIONAL JOURNAL OF HEAT AND MASS TRANSFER				70				289	297		10.1016/j.ijheatmasstransfer.2013.11.018			MAR 2014	2014										56							WOS:000330814800030		
J	Wilson, R. B.; Feser, Joseph P.; Hohensee, Gregory T.; Cahill, David G.								Two-channel model for nonequilibrium thermal transport in pump-probe experiments								PHYSICAL REVIEW B				88	14					144305	10.1103/PhysRevB.88.144305			OCT 15 2013	2013										56							WOS:000325821600003		
J	Zhang, Ming; Miao, Lei; Kang, Yi Pu; Tanemura, Sakae; Fisher, Craig A. J.; Xu, Gang; Li, Chun Xin; Fan, Guang Zhu								Efficient, low-cost solar thermoelectric cogenerators comprising evacuated tubular solar collectors and thermoelectric modules								APPLIED ENERGY				109				51	59		10.1016/j.apenergy.2013.03.008			SEP 2013	2013										56							WOS:000321724000006		
J	Rallapalli, P. B. Somayajulu; Raj, Manoj C.; Patil, Dinesh V.; Prasanth, K. P.; Somani, Rajesh S.; Bajaj, Hari Chand								Activated carbon @ MIL-101(Cr): a potential metal-organic framework composite material for hydrogen storage								INTERNATIONAL JOURNAL OF ENERGY RESEARCH				37	7			746	753		10.1002/er.1933			JUN 2013	2013										56							WOS:000319294400010		
J	Liu, Yuanfeng; Sahoo, Pranati; Makongo, Julien P. A.; Zhou, Xiaoyuan; Kim, Sung-Joo; Chi, Hang; Uher, Ctirad; Pan, Xiaoqing; Poudeu, Pierre F. P.								Large Enhancements of Thermopower and Carrier Mobility in Quantum Dot Engineered Bulk Semiconductors								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				135	20			7486	7495		10.1021/ja311059m			MAY 22 2013	2013										56							WOS:000319551000021		
J	Takashiri, Masayuki; Tanaka, Saburo; Hagino, Harutoshi; Miyazaki, Koji								Combined effect of nanoscale grain size and porosity on lattice thermal conductivity of bismuth-telluride-based bulk alloys								JOURNAL OF APPLIED PHYSICS				112	8					084315	10.1063/1.4759326			OCT 15 2012	2012										56							WOS:000310597500115		
J	Pashayi, Kamyar; Fard, Hafez Raeisi; Lai, Fengyuan; Iruvanti, Sushumna; Plawsky, Joel; Borca-Tasciuc, Theodorian								High thermal conductivity epoxy-silver composites based on self-constructed nanostructured metallic networks								JOURNAL OF APPLIED PHYSICS				111	10					104310	10.1063/1.4716179			MAY 15 2012	2012										56							WOS:000305363700136		
J	Wingert, Matthew C.; Chen, Zack C. Y.; Kwon, Shooshin; Xiang, Jie; Chen, Renkun								Ultra-sensitive thermal conductance measurement of one-dimensional nanostructures enhanced by differential bridge								REVIEW OF SCIENTIFIC INSTRUMENTS				83	2					024901	10.1063/1.3681255			FEB 2012	2012										56							WOS:000301566600049		
J	Qin, Zhenpeng; Chan, Warren C. W.; Boulware, David R.; Akkin, Taner; Butler, Elissa K.; Bischof, John C.								Significantly Improved Analytical Sensitivity of Lateral Flow Immunoassays by Using Thermal Contrast								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				51	18			4358	4361		10.1002/anie.201200997			2012	2012										56							WOS:000303158300020		
J	Stolee, Jessica A.; Walker, Bennett N.; Zorba, Vassilia; Russo, Richard E.; Vertes, Akos								Laser-nanostructure interactions for ion production								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				14	24			8453	8471		10.1039/c2cp00038e			2012	2012										56							WOS:000304605600001		
J	Garg, Jivtesh; Bonini, Nicola; Marzari, Nicola								High Thermal Conductivity in Short-Period Superlattices								NANO LETTERS				11	12			5135	5141		10.1021/nl202186y			DEC 2011	2011										56							WOS:000297950200007		
J	Lin, Long; Lai, Chen-Ho; Hu, Youfan; Zhang, Yan; Wang, Xue; Xu, Chen; Snyder, Robert L.; Chen, Lih-J; Wang, Zhong Lin								High output nanogenerator based on assembly of GaN nanowires								NANOTECHNOLOGY				22	47					475401	10.1088/0957-4484/22/47/475401			NOV 25 2011	2011										56							WOS:000296759000006		
J	Hsieh, Wen-Pin; Lyons, Austin S.; Pop, Eric; Keblinski, Pawel; Cahill, David G.								Pressure tuning of the thermal conductance of weak interfaces								PHYSICAL REVIEW B				84	18					184107	10.1103/PhysRevB.84.184107			NOV 16 2011	2011										56							WOS:000297101700004		
J	Hopkins, Patrick E.; Duda, John C.; Norris, Pamela M.								Anharmonic Phonon Interactions at Interfaces and Contributions to Thermal Boundary Conductance								JOURNAL OF HEAT TRANSFER-TRANSACTIONS OF THE ASME				133	6					062401	10.1115/1.4003549			JUN 2011	2011						2nd International Conference on Thermal Issues in Emerging Technologies	DEC 17-20, 2008		Cairo, EGYPT	56							WOS:000288217900015		
J	van Zwol, P. J.; Joulain, K.; Ben Abdallah, P.; Greffet, J. J.; Chevrier, J.								Fast nanoscale heat-flux modulation with phase-change materials								PHYSICAL REVIEW B				83	20					201404	10.1103/PhysRevB.83.201404			MAY 24 2011	2011										56							WOS:000290896100002		
J	Liu, Hongyu; Yang, Qing								Facile fabrication of nanoporous Au-Pd bimetallic foams with high catalytic activity for 2-nitrophenol reduction and SERS property								JOURNAL OF MATERIALS CHEMISTRY				21	32			11961	11967		10.1039/c1jm10109a			2011	2011										56							WOS:000293504500040		
J	Mehta, Rutvik J.; Karthik, C.; Jiang, Wei; Singh, B.; Shi, Yunfeng; Siegel, Richard W.; Borca-Tasciuc, Theo; Ramanath, Ganpati								High Electrical Conductivity Antimony Selenide Nanocrystals and Assemblies								NANO LETTERS				10	11			4417	4422		10.1021/nl1020848			NOV 2010	2010										56							WOS:000283907600021		
J	Duda, John C.; Beechem, Thomas E.; Smoyer, Justin L.; Norris, Pamela M.; Hopkins, Patrick E.								Role of dispersion on phononic thermal boundary conductance								JOURNAL OF APPLIED PHYSICS				108	7					073515	10.1063/1.3483943			OCT 1 2010	2010										56							WOS:000283222200039		
J	Zhang, Hengji; Lee, Geunsik; Fonseca, Alexandre F.; Borders, Tammie L.; Cho, Kyeongjae								Isotope Effect on the Thermal Conductivity of Graphene								JOURNAL OF NANOMATERIALS										537657	10.1155/2010/537657			2010	2010										56							WOS:000282955700001		
J	Ahn, Kyunghan; Li, Changpeng; Uher, Ctirad; Kanatzidis, Mercouri G.								Improvement in the Thermoelectric Figure of Merit by La/Ag Cosubstitution in PbTe								CHEMISTRY OF MATERIALS				21	7			1361	1367		10.1021/cm803437x			APR 14 2009	2009										56							WOS:000265029100029		
J	Fleurial, Jean-Pierre								Thermoelectric Power Generation Materials: Technology and Application Opportunities								JOM				61	4			79	85		10.1007/s11837-009-0057-z			APR 2009	2009										56							WOS:000266038200014		
J	Wang, Heng; Li, Jing-Feng; Zou, Minmin; Sui, Tao								Synthesis and transport property of AgSbTe(2) as a promising thermoelectric compound								APPLIED PHYSICS LETTERS				93	20					202106	10.1063/1.3029774			NOV 17 2008	2008										56							WOS:000261141400027		
J	Heireche, H.; Tounsi, A.; Benzair, A.; Mechab, I.								Sound wave propagation in single-walled carbon nanotubes with initial axial stress								JOURNAL OF APPLIED PHYSICS				104	1					014301	10.1063/1.2949274			JUL 1 2008	2008										56							WOS:000257766500106		
J	Wei, Yang; Jiang, Kaili; Liu, Liang; Chen, Zhuo; Fan, Shoushan								Vacuum-breakdown-induced needle-shaped ends of multiwalled carbon nanotube yarns and their field emission applications								NANO LETTERS				7	12			3792	3797		10.1021/nl072298y			DEC 2007	2007										56							WOS:000251581600043		
J	Zhang, Kaiwang; Stocks, G. Malcolm; Zhong, Jianxin								Melting and premelting of carbon nanotubes								NANOTECHNOLOGY				18	28					285703	10.1088/0957-4484/18/28/285703			JUL 18 2007	2007										56							WOS:000247619000018		
J	Deck, Christian P.; Flowers, Jason; McKee, Gregg S. B.; Vecchio, Kenneth								Mechanical behavior of ultralong multiwalled carbon nanotube mats								JOURNAL OF APPLIED PHYSICS				101	2					023512	10.1063/1.2426940			JAN 15 2007	2007										56							WOS:000243890800038		
J	Chakraborty, S; Kleint, CA; Heinrich, A; Schneider, CM; Schumann, J; Falke, M; Teichert, S								Thermal conductivity in strain symmetrized Si/Ge superlattices on Si(111)								APPLIED PHYSICS LETTERS				83	20			4184	4186		10.1063/1.1628819			NOV 17 2003	2003										56							WOS:000186523400035		
J	Luo, Yubo; Yang, Junyou; Jiang, Qinghui; Li, Weixin; Zhang, Dan; Zhou, Zhiwei; Cheng, Yudong; Ren, Yangyang; He, Xu								Progressive Regulation of Electrical and Thermal Transport Properties to High-Performance CuInTe2 Thermoelectric Materials								ADVANCED ENERGY MATERIALS				6	12					UNSP 1600007	10.1002/aenm.201600007			JUN 22 2016	2016										55							WOS:000379313400005		
J	Ebrahimi, Amin; Rikhtegar, Farhad; Sabaghan, Amin; Roohi, Ehsan								Heat transfer and entropy generation in a microchannel with longitudinal vortex generators using nanofluids								ENERGY				101				190	201		10.1016/j.energy.2016.01.102			APR 15 2016	2016										55							WOS:000375362400017		
J	Guerth, M.; Rogl, G.; Romaka, V. V.; Grytsiv, A.; Bauer, E.; Rogl, P.								Thermoelectric high ZT half-Heusler alloys Ti1-x-yZrxHfyNiSn (0 <= x <= 1; 0 <= y <= 1)								ACTA MATERIALIA				104				210	222		10.1016/j.actamat.2015.11.022			FEB 1 2016	2016										55							WOS:000369677800023		
J	Dey, Abhijit; Bajpai, Om Prakash; Sikder, Arun K.; Chattopadhyay, Santanu; Khan, Md Abdul Shafeeuulla								Recent advances in CNT/graphene based thermoelectric polymer nanocomposite: A proficient move towards waste energy harvesting								RENEWABLE & SUSTAINABLE ENERGY REVIEWS				53				653	671		10.1016/j.rser.2015.09.004			JAN 2016	2016										55							WOS:000367758100044		
J	Mettan, Xavier; Pisoni, Riccardo; Matus, Peter; Pisoni, Andrea; Jaamovic, Jacim; Nafradi, Balint; Spina, Massimo; Pavuna, Davor; Forro, Laszlo; Horvath, Endre								Tuning of the Thermoelectric Figure of Merit of CH3NH3MI3 (M=Pb,Sn) Photovoltaic Perovskites								JOURNAL OF PHYSICAL CHEMISTRY C				119	21			11506	11510		10.1021/acs.jpcc.5b03939			MAY 28 2015	2015										55							WOS:000355495600026		
J	Pinol, Rafael; Brites, Carlos D. S.; Bustamante, Rodney; Martinez, Abelardo; Silva, Nuno J. O.; Murillo, Jose L.; Cases, Rafael; Carrey, Julian; Estepa, Carlos; Sosa, Cecilia; Palacio, Fernando; Carlos, Luis D.; Millan, Angel								Joining Time-Resolved Thermometry and Magnetic-Induced Heating in a Single Nanoparticle Unveils Intriguing Thermal Properties								ACS NANO				9	3			3134	3142		10.1021/acsnano.5b00059			MAR 2015	2015										55							WOS:000351791800086		
J	Zhang, Teng; Wu, Xufei; Luo, Tengfei								Polymer Nanofibers with Outstanding Thermal Conductivity and Thermal Stability: Fundamental Linkage between Molecular Characteristics and Macroscopic Thermal Properties								JOURNAL OF PHYSICAL CHEMISTRY C				118	36			21148	21159		10.1021/jp5051639			SEP 11 2014	2014										55							WOS:000341619500048		
J	Wei, Tian-Ran; Wang, Heng; Gibbs, Zachary M.; Wu, Chao-Feng; Snyder, G. Jeffrey; Li, Jing-Feng								Thermoelectric properties of Sn-doped p-type Cu3SbSe4: a compound with large effective mass and small band gap								JOURNAL OF MATERIALS CHEMISTRY A				2	33			13527	13533		10.1039/c4ta01957a			SEP 7 2014	2014										55							WOS:000340514500044		
J	Bartholome, Kilian; Balke, Benjamin; Zuckermann, Daniel; Koehne, Martin; Mueller, Michael; Tarantik, Karina; Koenig, Jan								Thermoelectric Modules Based on Half-Heusler Materials Produced in Large Quantities								JOURNAL OF ELECTRONIC MATERIALS				43	6			1775	1781		10.1007/s11664-013-2863-x			JUN 2014	2014										55							WOS:000336372400046		
J	Zhu, Haiou; Xiao, Chong; Cheng, Hao; Grote, Fabian; Zhang, Xiaodong; Yao, Tao; Li, Zhou; Wang, Chengming; Wei, Shiqiang; Lei, Yong; Xie, Yi								Magnetocaloric effects in a freestanding and flexible graphene-based superlattice synthesized with a spatially confined reaction								NATURE COMMUNICATIONS				5						3960	10.1038/ncomms4960			JUN 2014	2014										55							WOS:000338834200003		
J	Date, Ashwin; Date, Abhijit; Dixon, Chris; Akbarzadeh, Aliakbar								Progress of thermoelectric power generation systems: Prospect for small to medium scale power generation								RENEWABLE & SUSTAINABLE ENERGY REVIEWS				33				371	381		10.1016/j.rser.2014.01.081			MAY 2014	2014										55							WOS:000335423900035		
J	Lin, Hao; Xiu, Fei; Fang, Ming; Yip, SenPo; Cheung, Ho-Yuen; Wang, Fengyun; Han, Ning; Chan, Kwok Sum; Wong, Chun-Yuen; Ho, Johnny C.								Rational Design of Inverted Nanopencil Arrays for Cost-Effective, Broadband, and Omnidirectional Light Harvesting								ACS NANO				8	4			3752	3760		10.1021/nn500418x			APR 2014	2014										55							WOS:000334990600070		
J	Barbes, Benigno; Paramo, Ricardo; Blanco, Eduardo; Casanova, Carlos								Thermal conductivity and specific heat capacity measurements of CuO nanofluids								JOURNAL OF THERMAL ANALYSIS AND CALORIMETRY				115	2			1883	1891		10.1007/s10973-013-3518-0			FEB 2014	2014										55							WOS:000330729100101		
J	Brandner, Kay; Seifert, Udo								Multi-terminal thermoelectric transport in a magnetic field: bounds on Onsager coefficients and efficiency								NEW JOURNAL OF PHYSICS				15						105003	10.1088/1367-2630/15/10/105003			OCT 8 2013	2013										55							WOS:000325322000001		
J	Dou, Y. C.; Qin, X. Y.; Li, D.; Li, L. L.; Zou, T. H.; Wang, Q. Q.								Enhanced thermopower and thermoelectric performance through energy filtering of carriers in (Bi2Te3)(0.2)(Sb2Te3)(0.8) bulk alloy embedded with amorphous SiO2 nanoparticles								JOURNAL OF APPLIED PHYSICS				114	4					044906	10.1063/1.4817074			JUL 28 2013	2013										55							WOS:000322539300111		
J	Turki, Asma; Kochkar, Hafedh; Guillard, Chantal; Berhault, Gilles; Ghorbel, Abdelhamid								Effect of Na content and thermal treatment of titanate nanotubes on the photocatalytic degradation of formic acid								APPLIED CATALYSIS B-ENVIRONMENTAL				138				401	415		10.1016/j.apcatb.2013.03.020			JUL 17 2013	2013										55							WOS:000319087900048		
