J	Urazhdin, S; Birge, NO; Pratt, WP; Bass, J								Switching current versus magnetoresistance in magnetic multilayer nanopillars								APPLIED PHYSICS LETTERS				84	9			1516	1518		10.1063/1.1651645			MAR 1 2004	2004										65							WOS:000189264100028		
J	Lazzeri, M; Calandra, M; Mauri, F								Anharmonic phonon frequency shift in MgB2								PHYSICAL REVIEW B				68	22					220509	10.1103/PhysRevB.68.220509			DEC 2003	2003										65							WOS:000188081900018		
J	Rowell, JM; Xu, SY; Zeng, H; Pogrebnyakov, AV; Li, Q; Xi, XX; Redwing, JM; Tian, W; Pan, XQ								Critical current density and resistivity of MgB2 films								APPLIED PHYSICS LETTERS				83	1			102	104		10.1063/1.1590734			JUL 7 2003	2003										65							WOS:000183877800035		
J	Herranz, G; Martinez, B; Fontcuberta, J; Sanchez, F; Ferrater, C; Garcia-Cuenca, MV; Varela, M								Enhanced electron-electron correlations in nanometric SrRuO3 epitaxial films								PHYSICAL REVIEW B				67	17					174423	10.1103/PhysRevB.67.174423			MAY 1 2003	2003										65							WOS:000183299400072		
J	Yanase, Y; Ogata, M								Microscopic identification of the D-vector in triplet superconductor Sr2RuO4								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				72	3			673	687		10.1143/JPSJ.72.673			MAR 2003	2003										65							WOS:000181678000034		
J	Izard, V; Record, MC; Tedenac, JC; Fries, SG								Discussion on the stability of the antimony-zinc binary phases								CALPHAD-COMPUTER COUPLING OF PHASE DIAGRAMS AND THERMOCHEMISTRY				25	4			567	581	PII S0364-5916(02)00008-1	10.1016/S0364-5916(02)00008-1			DEC 2001	2001										65							WOS:000174846500007		
J	Kunc, K; Loa, I; Syassen, K; Kremer, RK; Ahn, K								MgB2 under pressure: phonon calculations, Raman spectroscopy, and optical reflectance								JOURNAL OF PHYSICS-CONDENSED MATTER				13	44			9945	9962		10.1088/0953-8984/13/44/310			NOV 5 2001	2001										65							WOS:000172301500015		
J	Prewitt, CT; Downs, RT								High-pressure crystal chemistry								REVIEWS IN MINERALOGY				37				283	317					1998	1998						Short Course on Ulltrahigh-Pressure Mineralogy - Physics and Chemistry of the Earths Deep Interior	DEC 04-06, 1998	Mineralog Soc Amer	UNIV CALIFORNIA DAVIS, DAVIS, CALIFORNIA	65							WOS:000077643800009		
J	Simon, A; Yoshiasa, A; Backer, M; Henn, RW; Felser, C; Kremer, RK; Mattausch, H								Superconductivity in rare earth metal carbide halides of the type SE(2)X(2)C(2)								ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE				622	1			123	137		10.1002/zaac.19966220118			JAN 1996	1996										65							WOS:A1996TQ13000017		
J	CHEN, CC; LIEBER, CM								ISOTOPE EFFECT AND SUPERCONDUCTIVITY IN METAL-DOPED C60								SCIENCE				259	5095			655	658		10.1126/science.259.5095.655			JAN 29 1993	1993										65							WOS:A1993KJ68800034		
J	Li, Yinwei; Wang, Lin; Liu, Hanyu; Zhang, Yunwei; Hao, Jian; Pickard, Chris J.; Nelson, Joseph R.; Needs, Richard J.; Li, Wentao; Huang, Yanwei; Errea, Ion; Calandra, Matteo; Mauri, Francesco; Ma, Yanming								Dissociation products and structures of solid H2S at strong compression								PHYSICAL REVIEW B				93	2					020103	10.1103/PhysRevB.93.020103			JAN 11 2016	2016										64							WOS:000367892600001		
J	Middey, S.; Chakhalian, J.; Mahadevan, P.; Freeland, J. W.; Millis, A. J.; Sarma, D. D.								Physics of Ultrathin Films and Heterostructures of Rare-Earth Nickelates								Annual Review of Materials Research				46				305	334		10.1146/annurev-matsci-070115-032057			2016	2016										64							WOS:000379330400013		
J	Yang, S. -L.; Sobota, J. A.; Howard, C. A.; Pickard, C. J.; Hashimoto, M.; Lu, D. H.; Mo, S. -K.; Kirchmann, P. S.; Shen, Z. -X.								Superconducting graphene sheets in CaC6 enabled by phonon-mediated interband interactions								NATURE COMMUNICATIONS				5						3493	10.1038/ncomms4493			MAR 2014	2014										64							WOS:000334301700004		
J	Voneshen, D. J.; Refson, K.; Borissenko, E.; Krisch, M.; Bosak, A.; Piovano, A.; Cemal, E.; Enderle, M.; Gutmann, M. J.; Hoesch, M.; Roger, M.; Gannon, L.; Boothroyd, A. T.; Uthayakumar, S.; Porter, D. G.; Goff, J. P.								Suppression of thermal conductivity by rattling modes in thermoelectric sodium cobaltate								NATURE MATERIALS				12	11			1027	1031		10.1038/NMAT3739			NOV 2013	2013										64							WOS:000326099300018		
J	Fernandes, Rafael M.; Millis, Andrew J.								Nematicity as a Probe of Superconducting Pairing in Iron-Based Superconductors								PHYSICAL REVIEW LETTERS				111	12					127001	10.1103/PhysRevLett.111.127001			SEP 16 2013	2013										64							WOS:000324488700006		
J	Li, J.; Guo, Y. F.; Zhang, S. B.; Yuan, J.; Tsujimoto, Y.; Wang, X.; Sathish, C. I.; Sun, Y.; Yu, S.; Yi, W.; Yamaura, K.; Takayama-Muromachiu, E.; Shirako, Y.; Akaogi, M.; Kontani, H.								Superconductivity suppression of Ba(0.5)K(0.5)Fe2-2xM2xAs(2) single crystals by substitution of transition metal (M = Mn, Ru, Co, Ni, Cu, and Zn)								PHYSICAL REVIEW B				85	21					214509	10.1103/PhysRevB.85.214509			JUN 11 2012	2012										64							WOS:000305088200005		
J	Lin, Shi-Zeng; Hu, Xiao								Massless Leggett Mode in Three-Band Superconductors with Time-Reversal-Symmetry Breaking								PHYSICAL REVIEW LETTERS				108	17					177005	10.1103/PhysRevLett.108.177005			APR 26 2012	2012										64							WOS:000303238400011		
J	Casula, Michele; Calandra, Matteo; Profeta, Gianni; Mauri, Francesco								Intercalant and Intermolecular Phonon Assisted Superconductivity in K-Doped Picene								PHYSICAL REVIEW LETTERS				107	13					137006	10.1103/PhysRevLett.107.137006			SEP 21 2011	2011										64							WOS:000295083100017		
J	Johrendt, Dirk								Structure-property relationships of iron arsenide superconductors								JOURNAL OF MATERIALS CHEMISTRY				21	36			13726	13736		10.1039/c1jm12318a			2011	2011										64							WOS:000294441300002		
J	Bascones, E.; Calderon, M. J.; Valenzuela, B.								Low Magnetization and Anisotropy in the Antiferromagnetic State of Undoped Iron Pnictides								PHYSICAL REVIEW LETTERS				104	22					227201	10.1103/PhysRevLett.104.227201			JUN 1 2010	2010										64							WOS:000278207500025		
J	Tarantini, C.; Putti, M.; Gurevich, A.; Shen, Y.; Singh, R. K.; Rowell, J. M.; Newman, N.; Larbalestier, D. C.; Cheng, Peng; Jia, Ying; Wen, Hai-Hu								Suppression of the Critical Temperature of Superconducting NdFeAs(OF) Single Crystals by Kondo-Like Defect Sites Induced by alpha-Particle Irradiation								PHYSICAL REVIEW LETTERS				104	8					087002	10.1103/PhysRevLett.104.087002			FEB 26 2010	2010										64							WOS:000275060000039		
J	Campo, Vivaldo Leiria, Jr.; Cococcioni, Matteo								Extended DFT plus U plus V method with on-site and inter-site electronic interactions								JOURNAL OF PHYSICS-CONDENSED MATTER				22	5					055602	10.1088/0953-8984/22/5/055602			FEB 10 2010	2010										64							WOS:000273730300016		
J	Matano, K.; Li, Z.; Sun, G. L.; Sun, D. L.; Lin, C. T.; Ichioka, M.; Zheng, Guo-Qing								Anisotropic spin fluctuations and multiple superconducting gaps in hole-doped Ba0.72K0.28Fe2As2: NMR in a single crystal								EPL				87	2					27012	10.1209/0295-5075/87/27012			JUL 2009	2009										64							WOS:000269665400032		
J	Lu, D. H.; Yi, M.; Mo, S. -K.; Analytis, J. G.; Chu, J. -H.; Erickson, A. S.; Singh, D. J.; Hussain, Z.; Geballe, T. H.; Fisher, I. R.; Shen, Z. -X.								ARPES studies of the electronic structure of LaOFe(P, As)								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				469	9-12			452	458		10.1016/j.physc.2009.03.044			MAY-JUN 2009	2009										64							WOS:000267191500018		
J	Richard, P.; Sato, T.; Nakayama, K.; Souma, S.; Takahashi, T.; Xu, Y. -M.; Chen, G. F.; Luo, J. L.; Wang, N. L.; Ding, H.								Angle-Resolved Photoemission Spectroscopy of the Fe-Based Ba0.6K0.4Fe2As2 High Temperature Superconductor: Evidence for an Orbital Selective Electron-Mode Coupling								PHYSICAL REVIEW LETTERS				102	4					047003	10.1103/PhysRevLett.102.047003			JAN 30 2009	2009										64							WOS:000262978600061		
J	Calandra, Matteo; Mauri, Francesco								High-T(c) superconductivity in superhard diamondlike BC(5)								PHYSICAL REVIEW LETTERS				101	1					016401	10.1103/PhysRevLett.101.016401			JUL 4 2008	2008										64							WOS:000257424700040		
J	Huang, S. X.; Chen, T. Y.; Chien, C. L.								Spin polarization of amorphous CoFeB determined by point-contact Andreev reflection								APPLIED PHYSICS LETTERS				92	24					242509	10.1063/1.2949740			JUN 16 2008	2008										64							WOS:000256934900070		
J	Alboni, P. N.; Ji, X.; He, J.; Gothard, N.; Tritt, Terry M.								Thermoelectric properties of La(0.9)CoFe(3)Sb(12)-CoSb(3) skutterudite nanocomposites								JOURNAL OF APPLIED PHYSICS				103	11					113707	10.1063/1.2937904			JUN 1 2008	2008										64							WOS:000256706200049		
J	Putti, M; Braccini, V; Ferdeghini, C; Gatti, F; Grasso, G; Manfrinetti, P; Marre, D; Palenzona, A; Pallecchi, I; Tarantini, C; Sheikin, I; Aebersold, HU; Lehmann, E								Neutron irradiation of (MgB2)-B-11: From the enhancement to the suppression of superconducting properties								APPLIED PHYSICS LETTERS				86	11					112503	10.1063/1.1880450			MAR 14 2005	2005										64							WOS:000228050700058		
J	Klapwijk, TM								Proximity effect from an Andreev perspective								JOURNAL OF SUPERCONDUCTIVITY				17	5			593	611		10.1007/s10948-004-0773-0			OCT 2004	2004										64							WOS:000226038600008		
J	Savrasov, SY; Kotliar, G								Spectral density functionals for electronic structure calculations								PHYSICAL REVIEW B				69	24					245101	10.1103/PhysRevB.69.245101			JUN 2004	2004										64							WOS:000222531800016		
J	Lin, JY; Ho, PL; Huang, HL; Lin, PH; Zhang, YL; Yu, RC; Jin, CQ; Yang, HD								BCS-like superconductivity in MgCNi3								PHYSICAL REVIEW B				67	5					052501	10.1103/PhysRevB.67.052501			FEB 1 2003	2003										64							WOS:000181360300016		
J	Ivanovskii, AL								Band structure and properties of superconducting MgB2 and related compounds (a review)								PHYSICS OF THE SOLID STATE				45	10			1829	1859		10.1134/1.1620085			2003	2003										64							WOS:000185866000002		
J	Braden, M; Friedt, O; Sidis, Y; Bourges, P; Minakata, M; Maeno, Y								Incommensurate magnetic ordering in Sr2Ru1-xTixO4								PHYSICAL REVIEW LETTERS				88	19					197002	10.1103/PhysRevLett.88.197002			MAY 13 2002	2002										64							WOS:000175324900042		
J	Fong, HF; Bourges, P; Sidis, Y; Regnault, LP; Bossy, J; Ivanov, A; Milius, DL; Aksay, IA; Keimer, B								Effect of nonmagnetic impurities on the magnetic resonance peak in YBa2Cu3O7								PHYSICAL REVIEW LETTERS				82	9			1939	1942		10.1103/PhysRevLett.82.1939			MAR 1 1999	1999										64							WOS:000078877000035		
J	Goncharov, AF; Hemley, RJ; Mao, HK; Shu, JF								New high-pressure excitations in parahydrogen								PHYSICAL REVIEW LETTERS				80	1			101	104		10.1103/PhysRevLett.80.101			JAN 5 1998	1998										64							WOS:000071370400026		
J	Sidis, Y; Bourges, P; Hennion, B; Regnault, LP; Villeneuve, R; Collin, G; Marucco, JF								Zinc-induced modification of the dynamical magnetic susceptibility in the superconducting state of YBa2Cu3O6+x as revealed by inelastic neutron scattering								PHYSICAL REVIEW B				53	10			6811	6818		10.1103/PhysRevB.53.6811			MAR 1 1996	1996										64							WOS:A1996TZ77300099		
J	Zhong, Xin; Wang, Hui; Zhang, Jurong; Liu, Hanyu; Zhang, Shoutao; Song, Hai-Feng; Yang, Guochun; Zhang, Lijun; Ma, Yanming								Tellurium Hydrides at High Pressures: High-Temperature Superconductors								PHYSICAL REVIEW LETTERS				116	5					057002	10.1103/PhysRevLett.116.057002			FEB 4 2016	2016										63							WOS:000369492600004		
J	Natali, F.; Ruck, B. J.; Plank, N. O. V.; Trodahl, H. J.; Granville, S.; Meyer, C.; Lambrecht, W. R. L.								Rare-earth mononitrides								PROGRESS IN MATERIALS SCIENCE				58	8			1316	1360		10.1016/j.pmatsci.2013.06.002			OCT 2013	2013										63							WOS:000326484300004		
J	Wang, Y.; Kreisel, A.; Hirschfeld, P. J.; Mishra, V.								Using controlled disorder to distinguish s(+/-) and s(++) gap structure in Fe-based superconductors								PHYSICAL REVIEW B				87	9					094504	10.1103/PhysRevB.87.094504			MAR 6 2013	2013										63							WOS:000315728500004		
J	Yin, Quan; Kutepov, Andrey; Haule, Kristjan; Kotliar, Gabriel; Savrasov, Sergey Y.; Pickett, Warren E.								Electronic correlation and transport properties of nuclear fuel materials								PHYSICAL REVIEW B				84	19					195111	10.1103/PhysRevB.84.195111			NOV 8 2011	2011										63							WOS:000296865900003		
J	Fischer, Rebecca A.; Campbell, Andrew J.; Shofner, Gregory A.; Lord, Oliver T.; Dera, Przemyslaw; Prakapenka, Vitali B.								Equation of state and phase diagram of FeO								EARTH AND PLANETARY SCIENCE LETTERS				304	3-4			496	502		10.1016/j.epsl.2011.02.025			APR 15 2011	2011										63							WOS:000290839000019		
J	Tsirlin, Alexander A.; Janson, Oleg; Rosner, Helge								beta-Cu2V2O7: A spin-1/2 honeycomb lattice system								PHYSICAL REVIEW B				82	14					144416	10.1103/PhysRevB.82.144416			OCT 7 2010	2010										63							WOS:000282634700003		
J	Barisic, N.; Wu, D.; Dressel, M.; Li, L. J.; Cao, G. H.; Xu, Z. A.								Electrodynamics of electron-doped iron pnictide superconductors: Normal-state properties								PHYSICAL REVIEW B				82	5					054518	10.1103/PhysRevB.82.054518			AUG 20 2010	2010										63							WOS:000281063900004		
J	Mandrus, David; Sefat, Athena S.; McGuire, Michael A.; Sales, Brian C.								Materials Chemistry of BaFe(2)AS(2): A Model Platform for Unconventional Superconductivity								CHEMISTRY OF MATERIALS				22	3			715	723		10.1021/cm9027397			FEB 9 2010	2010										63							WOS:000274089600011		
J	Eschrig, Matthias								Scattering problem in nonequilibrium quasiclassical theory of metals and superconductors: General boundary conditions and applications								PHYSICAL REVIEW B				80	13					134511	10.1103/PhysRevB.80.134511			OCT 2009	2009										63							WOS:000271351300090		
J	Fink, J.; Thirupathaiah, S.; Ovsyannikov, R.; Duerr, H. A.; Follath, R.; Huang, Y.; de Jong, S.; Golden, M. S.; Zhang, Yu-Zhong; Jeschke, H. O.; Valenti, R.; Felser, C.; Farahani, S. Dastjani; Rotter, M.; Johrendt, D.								Electronic structure studies of BaFe2As2 by angle-resolved photoemission spectroscopy								PHYSICAL REVIEW B				79	15					155118	10.1103/PhysRevB.79.155118			APR 2009	2009										63							WOS:000265944200049		
J	Werner, Philipp; Gull, Emanuel; Millis, Andrew J.								Metal-insulator phase diagram and orbital selectivity in three-orbital models with rotationally invariant Hund coupling								PHYSICAL REVIEW B				79	11					115119	10.1103/PhysRevB.79.115119			MAR 2009	2009										63							WOS:000264768900046		
J	Wang, Fa; Zhai, Hui; Lee, Dung-Hai								Antiferromagnetic correlation and the pairing mechanism of the cuprates and iron pnictides: A view from the functional renormalization group studies								EPL				85	3					37005	10.1209/0295-5075/85/37005			FEB 2009	2009										63							WOS:000263693200021		
J	Inosov, D. S.; Zabolotnyy, V. B.; Evtushinsky, D. V.; Kordyuk, A. A.; Buechner, B.; Follath, R.; Berger, H.; Borisenko, S. V.								Fermi surface nesting in several transition metal dichalcogenides								NEW JOURNAL OF PHYSICS				10						12507	10.1088/1367-2630/10/12/125027			DEC 22 2008	2008										63							WOS:000262256800002		
J	Guillamon, I.; Suderow, H.; Guinea, F.; Vieira, S.								Intrinsic atomic-scale modulations of the superconducting gap of 2H-NbSe2								PHYSICAL REVIEW B				77	13					134505	10.1103/PhysRevB.77.134505			APR 2008	2008										63							WOS:000255457200109		
J	Wdowik, U. D.; Ruebenbauer, K.								Calibration of the isomer shift for the 14.4-keV transition in Fe-57 using the full-potential linearized augmented plane-wave method								PHYSICAL REVIEW B				76	15					155118	10.1103/PhysRevB.76.155118			OCT 2007	2007										63							WOS:000250620400050		
J	Sargolzaei, Mahdi; Richter, Manuel; Koepernik, Klaus; Opahle, Ingo; Eschrig, Helmut; Chaplygin, Igor								Spin and orbital magnetism in full Heusler alloys: A density functional theory study of Co(2)YZ (Y = Mn,Fe; Z = Al,Si,Ga,Ge)								PHYSICAL REVIEW B				74	22					224410	10.1103/PhysRevB.74.224410			DEC 2006	2006										63							WOS:000243195600046		
J	Qian, D.; Wray, L.; Hsieh, D.; Viciu, L.; Cava, R. J.; Luo, J. L.; Wu, D.; Wang, N. L.; Hasan, M. Z.								Complete d-band dispersion relation in sodium cobaltates								PHYSICAL REVIEW LETTERS				97	18					186405	10.1103/PhysRevLett.97.186405			NOV 3 2006	2006										63							WOS:000241757600048		
J	Zheng, Guo-qing; Matano, Kazuaki; Chen, D. P.; Lin, C. T.								Spin singlet pairing in the superconducting state of NaxCoO2 center dot 1.3H(2)O: Evidence from a Co-59 Knight shift in a single crystal								PHYSICAL REVIEW B				73	18					180503	10.1103/PhysRevB.73.180503			MAY 2006	2006										63							WOS:000237950300012		
J	Dolgov, OV; Kremer, RK; Kortus, J; Golubov, AA; Shulga, SV								Thermodynamics of two-band superconductors: The case of MgB2								PHYSICAL REVIEW B				72	2					024504	10.1103/PhysRevB.72.024504			JUL 2005	2005										63							WOS:000230890100123		
J	Zhao, YG; Zhang, XP; Qiao, PT; Zhang, HT; Jia, SL; Cao, BS; Zhu, MH; Han, ZH; Wang, XL; Gu, BL								Effect of Li doping on structure and superconducting transition temperature of Mg1-xLixB2								PHYSICA C				361	2			91	94		10.1016/S0921-4534(01)00907-8			SEP 1 2001	2001										63							WOS:000170845200004		
J	Ishida, K; Mukuda, H; Kitaoka, Y; Mao, ZQ; Fukazawa, H; Maeno, Y								RuNMR probe of spin susceptibility in the superconducting state of Sr2RuO4								PHYSICAL REVIEW B				63	6					060507	10.1103/PhysRevB.63.060507			FEB 1 2001	2001										63							WOS:000166911400023		
J	Rosch, A								Magnetotransport in nearly antiferromagnetic metals								PHYSICAL REVIEW B				62	8			4945	4962		10.1103/PhysRevB.62.4945			AUG 15 2000	2000										63							WOS:000089003200031		
J	Hase, I; Nishihara, Y								Electronic structure of superconducting layered zirconium and hafnium nitride								PHYSICAL REVIEW B				60	3			1573	1581		10.1103/PhysRevB.60.1573			JUL 15 1999	1999										63							WOS:000081551500036		
J	WAKE, DR; SLAKEY, F; KLEIN, MV; RICE, JP; GINSBERG, DM								OPTICALLY INDUCED METASTABILITY IN UNTWINNED SINGLE-DOMAIN YBA2CU3O7								PHYSICAL REVIEW LETTERS				67	26			3728	3731		10.1103/PhysRevLett.67.3728			DEC 23 1991	1991										63							WOS:A1991GW00600025		
J	Kasahara, Y.; Ohnishi, T.; Mizukami, Y.; Tanaka, O.; Ma, Sixiao; Sugii, K.; Kurita, N.; Tanaka, H.; Nasu, J.; Motome, Y.; Shibauchi, T.; Matsuda, Y.								Majorana quantization and half-integer thermal quantum Hall effect in a Kitaev spin liquid								NATURE				559	7713			227	+		10.1038/s41586-018-0274-0			JUL 12 2018	2018										62							WOS:000438240900050		
J	Li, Zi-Xiang; Wang, Fa; Yao, Hong; Lee, Dung-Hai								What makes the T-c of monolayer FeSe on SrTiO3 so high: a sign-problem-free quantum Monte Carlo study								SCIENCE BULLETIN				61	12			925	930		10.1007/s11434-016-1087-x			JUN 2016	2016										62							WOS:000378298000005		
J	Li, Wu; Mingo, Natalio								Thermal conductivity of fully filled skutterudites: Role of the filler								PHYSICAL REVIEW B				89	18					184304	10.1103/PhysRevB.89.184304			MAY 27 2014	2014										62							WOS:000336650100002		
J	Lin, Xiao; Bridoux, German; Gourgout, Adrien; Seyfarth, Gabriel; Kraemer, Steffen; Nardone, Marc; Fauque, Benoit; Behnia, Kamran								Critical Doping for the Onset of a Two-Band Superconducting Ground State in SrTiO3-delta								PHYSICAL REVIEW LETTERS				112	20					207002	10.1103/PhysRevLett.112.207002			MAY 21 2014	2014										62							WOS:000336250100013		
J	Zhou, Ke-Jin; Huang, Yao-Bo; Monney, Claude; Dai, Xi; Strocov, Vladimir N.; Wang, Nan-Lin; Chen, Zhi-Guo; Zhang, Chenglin; Dai, Pengcheng; Patthey, Luc; van den Brink, Jeroen; Ding, Hong; Schmitt, Thorsten								Persistent high-energy spin excitations in iron-pnictide superconductors								NATURE COMMUNICATIONS				4						1470	10.1038/ncomms2428			FEB 2013	2013										62							WOS:000316616400040		
J	Han, M. J.; Wang, Xin; Marianetti, C. A.; Millis, A. J.								Dynamical Mean-Field Theory of Nickelate Superlattices								PHYSICAL REVIEW LETTERS				107	20					206804	10.1103/PhysRevLett.107.206804			NOV 7 2011	2011										62							WOS:000297129200019		
J	Gurevich, Alex								To use or not to use cool superconductors?								NATURE MATERIALS				10	4			255	259		10.1038/nmat2991			APR 2011	2011										62							WOS:000288744700003		
J	Lee, S. -H.; Xu, Guangyong; Ku, W.; Wen, J. S.; Lee, C. C.; Katayama, N.; Xu, Z. J.; Ji, S.; Lin, Z. W.; Gu, G. D.; Yang, H. -B.; Johnson, P. D.; Pan, Z. -H.; Valla, T.; Fujita, M.; Sato, T. J.; Chang, S.; Yamada, K.; Tranquada, J. M.								Coupling of spin and orbital excitations in the iron-based superconductor FeSe0.5Te0.5								PHYSICAL REVIEW B				81	22					220502	10.1103/PhysRevB.81.220502			JUN 14 2010	2010										62							WOS:000278723700001		
J	Wang, Miaoyin; Luo, Huiqian; Zhao, Jun; Zhang, Chenglin; Wang, Meng; Marty, Karol; Chi, Songxue; Lynn, Jeffrey W.; Schneidewind, Astrid; Li, Shiliang; Dai, Pengcheng								Electron-doping evolution of the low-energy spin excitations in the iron arsenide superconductor BaFe2-xNixAs2								PHYSICAL REVIEW B				81	17					174524	10.1103/PhysRevB.81.174524			MAY 1 2010	2010										62							WOS:000278141600114		
J	Zayak, A. T.; Huang, X.; Neaton, J. B.; Rabe, Karin M.								Manipulating magnetic properties of SrRuO3 and CaRuO3 with epitaxial and uniaxial strains								PHYSICAL REVIEW B				77	21					214410	10.1103/PhysRevB.77.214410			JUN 2008	2008										62							WOS:000257288900054		
J	Arita, R; Held, K								Orbital-selective Mott-Hubbard transition in the two-band Hubbard model								PHYSICAL REVIEW B				72	20					201102	10.1103/PhysRevB.72.201102			NOV 2005	2005										62							WOS:000233603900002		
J	Wang, L; Umemoto, K; Wentzcovitch, RM; Chen, TY; Chien, CL; Checkelsky, JG; Eckert, JC; Dahlberg, ED; Leighton, C								Co1-xFexS2: A tunable source of highly spin-polarized electrons								PHYSICAL REVIEW LETTERS				94	5					056602	10.1103/PhysRevLett.94.056602			FEB 11 2005	2005										62							WOS:000226941500059		
J	He, T; Cava, RJ								The effect of Ru-site dopants on the magnetic properties of CaRuO3								JOURNAL OF PHYSICS-CONDENSED MATTER				13	36			8347	8361		10.1088/0953-8984/13/36/309			SEP 10 2001	2001										62							WOS:000171574500011		
J	Lorenz, B; Meng, RL; Xue, YY; Chu, CW								Thermoelectric power and transport properties of Mg1-xAlxB2								PHYSICAL REVIEW B				64	5					052513	10.1103/PhysRevB.64.052513			AUG 1 2001	2001										62							WOS:000170267000027		
J	Slebarski, A; Maple, MB; Freeman, EJ; Sirvent, C; Tworuszka, D; Orzechowska, M; Wrona, A; Jezierski, A; Chiuzbaian, S; Neumann, M								Weak ferromagnetism induced by atomic disorder in Fe2TiSn								PHYSICAL REVIEW B				62	5			3296	3299		10.1103/PhysRevB.62.3296			AUG 1 2000	2000										62							WOS:000088714200061		
J	Fassler, TF; Kronseder, C								BaSn3: A superconductor at the border of Zintl phases and intermetallic compounds real-space analysis of band structures								ANGEWANDTE CHEMIE-INTERNATIONAL EDITION				36	23			2683	2686		10.1002/anie.199726831			DEC 15 1997	1997										62							WOS:000071234500040		
J	STENGER, VA; PENNINGTON, CH; BUFFINGER, DR; ZIEBARTH, RP								NUCLEAR-MAGNETIC-RESONANCE OF A(3)C(60) SUPERCONDUCTORS								PHYSICAL REVIEW LETTERS				74	9			1649	1652		10.1103/PhysRevLett.74.1649			FEB 27 1995	1995										62							WOS:A1995QJ43100039		
J	CRESPI, VH; HOU, JG; XIANG, XD; COHEN, ML; ZETTL, A								ELECTRON-SCATTERING MECHANISMS IN SINGLE-CRYSTAL K3C60								PHYSICAL REVIEW B				46	18			12064	12067		10.1103/PhysRevB.46.12064			NOV 1 1992	1992										62							WOS:A1992JX92900103		
J	Chubukov, Andrey V.; Khodas, M.; Fernandes, Rafael M.								Magnetism, Superconductivity, and Spontaneous Orbital Order in Iron-Based Superconductors: Which Comes First and Why?								PHYSICAL REVIEW X				6	4					041045	10.1103/PhysRevX.6.041045			DEC 2 2016	2016										61							WOS:000389030200002		
J	Reuther, Johannes; Thomale, Ronny; Rachel, Stephan								Spiral order in the honeycomb iridate Li2IrO3								PHYSICAL REVIEW B				90	10					100405	10.1103/PhysRevB.90.100405			SEP 12 2014	2014										61							WOS:000342134200002		
J	Zhang, Chenglin; Wang, Meng; Luo, Huiqian; Wang, Miaoyin; Liu, Mengshu; Zhao, Jun; Abernathy, D. L.; Maier, T. A.; Marty, Karol; Lumsden, M. D.; Chi, Songxue; Chang, Sung; Rodriguez-Rivera, Jose A.; Lynn, J. W.; Xiang, Tao; Hu, Jiangping; Dai, Pengcheng								Neutron Scattering Studies of spin excitations in hole-doped Ba0.67K0.33Fe2As2 superconductor								SCIENTIFIC REPORTS				1						115	10.1038/srep00115			OCT 19 2011	2011										61							WOS:000296056500001		
J	Morinari, Takao; Kaneshita, Eiji; Tohyama, Takami								Topological and Transport Properties of Dirac Fermions in an Antiferromagnetic Metallic Phase of Iron-Based Superconductors								PHYSICAL REVIEW LETTERS				105	3					037203	10.1103/PhysRevLett.105.037203			JUL 14 2010	2010										61							WOS:000279888400009		
J	van Heumen, E.; Huang, Y.; de Jong, S.; Kuzmenko, A. B.; Golden, M. S.; van der Marel, D.								Optical properties of BaFe2-xCoxAs2								EPL				90	3					37005	10.1209/0295-5075/90/37005			MAY 2010	2010										61							WOS:000279119100027		
J	Turner, Ari M.; Wang, Fa; Vishwanath, Ashvin								Kinetic magnetism and orbital order in iron telluride								PHYSICAL REVIEW B				80	22					224504	10.1103/PhysRevB.80.224504			DEC 2009	2009										61							WOS:000273228500078		
J	Yang, J.; Huevonen, D.; Nagel, U.; Room, T.; Ni, N.; Canfield, P. C.; Bud'ko, S. L.; Carbotte, J. P.; Timusk, T.								Optical Spectroscopy of Superconducting Ba0.55K0.45Fe2As2: Evidence for Strong Coupling to Low-Energy Bosons								PHYSICAL REVIEW LETTERS				102	18					187003	10.1103/PhysRevLett.102.187003			MAY 8 2009	2009										61							WOS:000265948600058		
J	Kwon, Kideok D.; Refson, Keith; Sposito, Garrison								Defect-induced photoconductivity in layered manganese oxides: A density functional theory study								PHYSICAL REVIEW LETTERS				100	14					146601	10.1103/PhysRevLett.100.146601			APR 11 2008	2008										61							WOS:000254940900054		
J	Kim, J. S.; Boeri, L.; Kremer, R. K.; Razavi, F. S.								Effect of pressure on superconducting Ca-intercalated graphite CaC6								PHYSICAL REVIEW B				74	21					214513	10.1103/PhysRevB.74.214513			DEC 2006	2006										61							WOS:000243195500093		
J	Singer, PM; Wzietek, P; Alloul, H; Simon, F; Kuzmany, H								NMR evidence for gapped spin excitations in metallic carbon nanotubes								PHYSICAL REVIEW LETTERS				95	23					236403	10.1103/PhysRevLett.95.236403			DEC 2 2005	2005										61							WOS:000233724000049		
J	Zhang, PH; Luo, WD; Cohen, ML; Louie, SG								Fermi surface of NaxCoO2								PHYSICAL REVIEW LETTERS				93	23					236402	10.1103/PhysRevLett.93.236402			DEC 3 2004	2004										61							WOS:000225508000054		
