PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Hasan, M. Z.; Kane, C. L.								Colloquium: Topological insulators								REVIEWS OF MODERN PHYSICS				82	4			3045	3067		10.1103/RevModPhys.82.3045			NOV 8 2010	2010										8570							WOS:000283929800001		
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										6058							WOS:000308825700001		
J	Zhang, Haijun; Liu, Chao-Xing; Qi, Xiao-Liang; Dai, Xi; Fang, Zhong; Zhang, Shou-Cheng								Topological insulators in Bi2Se3, Bi2Te3 and Sb2Te3 with a single Dirac cone on the surface								NATURE PHYSICS				5	6			438	442		10.1038/NPHYS1270			JUN 2009	2009										3329							WOS:000266544800024		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2282							WOS:000318143300005		
J	Chen, Y. L.; Analytis, J. G.; Chu, J. -H.; Liu, Z. K.; Mo, S. -K.; Qi, X. L.; Zhang, H. J.; Lu, D. H.; Dai, X.; Fang, Z.; Zhang, S. C.; Fisher, I. R.; Hussain, Z.; Shen, Z. -X.								Experimental Realization of a Three-Dimensional Topological Insulator, Bi2Te3								SCIENCE				325	5937			178	181		10.1126/science.1173034			JUL 10 2009	2009										2089							WOS:000267802000040		
J	Das Sarma, S.; Adam, Shaffique; Hwang, E. H.; Rossi, Enrico								Electronic transport in two-dimensional graphene								REVIEWS OF MODERN PHYSICS				83	2			407	470		10.1103/RevModPhys.83.407			MAY 16 2011	2011										1891							WOS:000290730200001		
J	Moore, Joel E.								The birth of topological insulators								NATURE				464	7286			194	198		10.1038/nature08916			MAR 11 2010	2010										1591							WOS:000275366100032		
J	Schnyder, Andreas P.; Ryu, Shinsei; Furusaki, Akira; Ludwig, Andreas W. W.								Classification of topological insulators and superconductors in three spatial dimensions								PHYSICAL REVIEW B				78	19					195125	10.1103/PhysRevB.78.195125			NOV 2008	2008										1583							WOS:000262607800049		
J	Alicea, Jason								New directions in the pursuit of Majorana fermions in solid state systems								REPORTS ON PROGRESS IN PHYSICS				75	7					076501	10.1088/0034-4885/75/7/076501			JUL 2012	2012										1296							WOS:000305907700002		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1233							WOS:000282683200001		
J	Bestwick, A. J.; Fox, E. J.; Kou, Xufeng; Pan, Lei; Wang, Kang L.; Goldhaber-Gordon, D.								Precise Quantization of the Anomalous Hall Effect near Zero Magnetic Field								PHYSICAL REVIEW LETTERS				114	18					187201	10.1103/PhysRevLett.114.187201			MAY 4 2015	2015										102							WOS:000353787800006		
J	Zhang, Duming; Wang, Jian; DaSilva, Ashley M.; Lee, Joon Sue; Gutierrez, Humberto R.; Chan, Moses H. W.; Jain, Jainendra; Samarth, Nitin								Superconducting proximity effect and possible evidence for Pearl vortices in a candidate topological insulator								PHYSICAL REVIEW B				84	16					165120	10.1103/PhysRevB.84.165120			OCT 24 2011	2011										102							WOS:000296372600004		
J	Weeks, C.; Franz, M.								Topological insulators on the Lieb and perovskite lattices								PHYSICAL REVIEW B				82	8					085310	10.1103/PhysRevB.82.085310			AUG 11 2010	2010										102							WOS:000280817600003		
J	Aswathy, P. M.; Anooja, J. B.; Sarun, P. M.; Syamaprasad, U.								An overview on iron based superconductors								SUPERCONDUCTOR SCIENCE & TECHNOLOGY				23	7					073001	10.1088/0953-2048/23/7/073001			JUL 2010	2010										102							WOS:000279873400002		
J	Guo, H. -M.; Franz, M.								Topological insulator on the kagome lattice								PHYSICAL REVIEW B				80	11					113102	10.1103/PhysRevB.80.113102			SEP 2009	2009										102							WOS:000270383200002		
J	Sakamoto, Kazuyuki; Oda, Tatsuki; Kimura, Akio; Miyamoto, Koji; Tsujikawa, Masahito; Imai, Ayako; Ueno, Nobuo; Namatame, Hirofumi; Taniguchi, Masaki; Eriksson, P. E. J.; Uhrberg, R. I. G.								Abrupt Rotation of the Rashba Spin to the Direction Perpendicular to the Surface								PHYSICAL REVIEW LETTERS				102	9					096805	10.1103/PhysRevLett.102.096805			MAR 6 2009	2009										102							WOS:000263911900053		
J	Yi, Hemian; Wang, Zhijun; Chen, Chaoyu; Shi, Youguo; Feng, Ya; Liang, Aiji; Xie, Zhuojin; He, Shaolong; He, Junfeng; Peng, Yingying; Liu, Xu; Liu, Yan; Zhao, Lin; Liu, Guodong; Dong, Xiaoli; Zhang, Jun; Nakatake, M.; Arita, M.; Shimada, K.; Namatame, H.; Taniguchi, M.; Xu, Zuyan; Chen, Chuangtian; Dai, Xi; Fang, Zhong; Zhou, X. J.								Evidence of Topological Surface State in Three-Dimensional Dirac Semimetal Cd3As2								SCIENTIFIC REPORTS				4						6106	10.1038/srep06106			AUG 20 2014	2014										101							WOS:000340713300001		
J	Cava, R. J.; Ji, Huiwen; Fuccillo, M. K.; Gibson, Q. D.; Hor, Y. S.								Crystal structure and chemistry of topological insulators								JOURNAL OF MATERIALS CHEMISTRY C				1	19			3176	3189		10.1039/c3tc30186a			2013	2013										101							WOS:000318029000001		
J	Zhou, Min; Gibbs, Zachary M.; Wang, Heng; Han, Yemao; Xin, Caini; Li, Laifeng; Snyder, G. Jeffrey								Optimization of thermoelectric efficiency in SnTe: the case for the light band								PHYSICAL CHEMISTRY CHEMICAL PHYSICS				16	38			20741	20748		10.1039/c4cp02091j			2014	2014										100							WOS:000342072300055		
J	Metlitski, Max A.; Kane, C. L.; Fisher, Matthew P. A.								Bosonic topological insulator in three dimensions and the statistical Witten effect								PHYSICAL REVIEW B				88	3					035131	10.1103/PhysRevB.88.035131			JUL 25 2013	2013										100							WOS:000322224500001		
J	Ringel, Zohar; Kraus, Yaacov E.; Stern, Ady								Strong side of weak topological insulators								PHYSICAL REVIEW B				86	4					045102	10.1103/PhysRevB.86.045102			JUL 2 2012	2012										100							WOS:000305893700003		
J	Bermudez, A.; Patane, D.; Amico, L.; Martin-Delgado, M. A.								Topology-Induced Anomalous Defect Production by Crossing a Quantum Critical Point								PHYSICAL REVIEW LETTERS				102	13					135702	10.1103/PhysRevLett.102.135702			APR 3 2009	2009										100							WOS:000264888600036		
J	Ma, Tzuhsuan; Shvets, Gennady								All-Si valley-Hall photonic topological insulator								NEW JOURNAL OF PHYSICS				18						025012	10.1088/1367-2630/18/2/025012			FEB 10 2016	2016										99							WOS:000372463200001		
J	Kirshenbaum, Kevin; Syers, P. S.; Hope, A. P.; Butch, N. P.; Jeffries, J. R.; Weir, S. T.; Hamlin, J. J.; Maple, M. B.; Vohra, Y. K.; Paglione, J.								Pressure-Induced Unconventional Superconducting Phase in the Topological Insulator Bi2Se3								PHYSICAL REVIEW LETTERS				111	8					087001	10.1103/PhysRevLett.111.087001			AUG 20 2013	2013										99							WOS:000323388200020		
J	Miao, M. S.; Yan, Q.; Van de Walle, C. G.; Lou, W. K.; Li, L. L.; Chang, K.								Polarization-Driven Topological Insulator Transition in a GaN/InN/GaN Quantum Well								PHYSICAL REVIEW LETTERS				109	18					186803	10.1103/PhysRevLett.109.186803			NOV 2 2012	2012										99							WOS:000310612000026		
J	Cao, Helin; Tian, Jifa; Miotkowski, Ireneusz; Shen, Tian; Hu, Jiuning; Qiao, Shan; Chen, Yong P.								Quantized Hall Effect and Shubnikov-de Haas Oscillations in Highly Doped Bi2Se3: Evidence for Layered Transport of Bulk Carriers								PHYSICAL REVIEW LETTERS				108	21					216803	10.1103/PhysRevLett.108.216803			MAY 23 2012	2012										99							WOS:000304404700022		
J	Feng, Wanxiang; Xiao, Di; Ding, Jun; Yao, Yugui								Three-Dimensional Topological Insulators in I-III-VI2 and II-IV-V-2 Chalcopyrite Semiconductors								PHYSICAL REVIEW LETTERS				106	1					016402	10.1103/PhysRevLett.106.016402			JAN 5 2011	2011										99							WOS:000286751300011		
J	Nakayama, K.; Sato, T.; Richard, P.; Kawahara, T.; Sekiba, Y.; Qian, T.; Chen, G. F.; Luo, J. L.; Wang, N. L.; Ding, H.; Takahashi, T.								Angle-Resolved Photoemission Spectroscopy of the Iron-Chalcogenide Superconductor Fe1.03Te0.7Se0.3: Strong Coupling Behavior and the Universality of Interband Scattering								PHYSICAL REVIEW LETTERS				105	19					197001	10.1103/PhysRevLett.105.197001			NOV 2 2010	2010										99							WOS:000283711000009		
J	Mondal, S.; Sen, D.; Sengupta, K.; Shankar, R.								Tuning the Conductance of Dirac Fermions on the Surface of a Topological Insulator								PHYSICAL REVIEW LETTERS				104	4					046403	10.1103/PhysRevLett.104.046403			JAN 29 2010	2010										99							WOS:000274336600036		
J	Shen, J; Gai, Z; Kirschner, J								Growth and magnetism of metallic thin films and multilayers by pulsed-laser deposition								SURFACE SCIENCE REPORTS				52	5-6			163	218		10.1016/j.surfrep.2003.10.001			2004	2004										99							WOS:000188737500001		
J	Davila, Maria Eugenia; Le Lay, Guy								Few layer epitaxial germanene: a novel two-dimensional Dirac material								SCIENTIFIC REPORTS				6						20714	10.1038/srep20714			FEB 10 2016	2016										98							WOS:000369744800001		
J	Beenakker, C. W. J.								Random-matrix theory of Majorana fermions and topological superconductors								REVIEWS OF MODERN PHYSICS				87	3			1037	1066		10.1103/RevModPhys.87.1037			SEP 3 2015	2015										98							WOS:000360528600001		
J	Goswami, Pallab; Pixley, J. H.; Das Sarma, S.								Axial anomaly and longitudinal magnetoresistance of a generic three-dimensional metal								PHYSICAL REVIEW B				92	7					075205	10.1103/PhysRevB.92.075205			AUG 17 2015	2015										98							WOS:000359675600005		
J	Li, Juan; Jiang, Fei; Yang, Bo; Song, Xiao-Rong; Liu, Yan; Yang, Huang-Hao; Cao, Dai-Rong; Shi, Wen-Rong; Chen, Guo-Nan								Topological insulator bismuth selenide as a theranostic platform for simultaneous cancer imaging and therapy								SCIENTIFIC REPORTS				3						1998	10.1038/srep01998			JUN 17 2013	2013										98							WOS:000320397800004		
J	Goli, Pradyumna; Khan, Javed; Wickramaratne, Darshana; Lake, Roger K.; Balandin, Alexander A.								Charge Density Waves in Exfoliated Films of van der Waals Materials: Evolution of Raman Spectrum in TiSe2								NANO LETTERS				12	11			5941	5945		10.1021/nl303365x			NOV 2012	2012										98							WOS:000311244400086		
J	Wu, Yang-Le; Bernevig, B. Andrei; Regnault, N.								Zoology of fractional Chern insulators								PHYSICAL REVIEW B				85	7					075116	10.1103/PhysRevB.85.075116			FEB 14 2012	2012										98							WOS:000300239100001		
J	Xu, Yanhua; Wang, Zhiteng; Guo, Zhinan; Huang, Hao; Xiao, Quanlan; Zhang, Han; Yu, Xue-Feng								Solvothermal Synthesis and Ultrafast Photonics of Black Phosphorus Quantum Dots								ADVANCED OPTICAL MATERIALS				4	8			1223	1229		10.1002/adom.201600214			AUG 2016	2016										97							WOS:000383599500012		
J	Nalitov, A. V.; Solnyshkov, D. D.; Malpuech, G.								Polariton Z Topological Insulator								PHYSICAL REVIEW LETTERS				114	11					116401	10.1103/PhysRevLett.114.116401			MAR 16 2015	2015										97							WOS:000351181600008		
J	Keselman, Anna; Fu, Liang; Stern, Ady; Berg, Erez								Inducing Time-Reversal-Invariant Topological Superconductivity and Fermion Parity Pumping in Quantum Wires								PHYSICAL REVIEW LETTERS				111	11					116402	10.1103/PhysRevLett.111.116402			SEP 9 2013	2013										97							WOS:000324229900013		
J	Wang, Yong; Xiu, Faxian; Cheng, Lina; He, Liang; Lang, Murong; Tang, Jianshi; Kou, Xufeng; Yu, Xinxin; Jiang, Xiaowei; Chen, Zhigang; Zou, Jin; Wang, Kang L.								Gate-Controlled Surface Conduction in Na-Doped Bi2Te3 Topological Insulator Nanoplates								NANO LETTERS				12	3			1170	1175		10.1021/nl202920p			MAR 2012	2012										97							WOS:000301406800010		
J	Taskin, A. A.; Ando, Yoichi								Berry phase of nonideal Dirac fermions in topological insulators								PHYSICAL REVIEW B				84	3					035301	10.1103/PhysRevB.84.035301			JUL 12 2011	2011										97							WOS:000292648300001		
J	Zhang, Hai-Jun; Liu, Chao-Xing; Qi, Xiao-Liang; Deng, Xiao-Yu; Dai, Xi; Zhang, Shou-Cheng; Fang, Zhong								Electronic structures and surface states of the topological insulator Bi1-xSbx								PHYSICAL REVIEW B				80	8					085307	10.1103/PhysRevB.80.085307			AUG 2009	2009										97							WOS:000269639300068		
J	Zhao, Mingwen; Zhang, Xiaoming; Li, Linyang								Strain-driven band inversion and topological aspects in Antimonene								SCIENTIFIC REPORTS				5						16108	10.1038/srep16108			NOV 5 2015	2015										96							WOS:000364152300001		
J	Sotor, Jaroslaw; Sobon, Grzegorz; Abramski, Krzysztof M.								Sub-130 fs mode-locked Er-doped fiber laser based on topological insulator								OPTICS EXPRESS				22	11			13244	13249		10.1364/OE.22.013244			JUN 2 2014	2014										96							WOS:000337501600051		
J	Zareapour, Parisa; Hayat, Alex; Zhao, Shu Yang F.; Kreshchuk, Michael; Jain, Achint; Kwok, Daniel C.; Lee, Nara; Cheong, Sang-Wook; Xu, Zhijun; Yang, Alina; Gu, G. D.; Jia, Shuang; Cava, Robert J.; Burch, Kenneth S.								Proximity-induced high-temperature superconductivity in the topological insulators Bi2Se3 and Bi2Te3								NATURE COMMUNICATIONS				3						1056	10.1038/ncomms2042			SEP 2012	2012										96							WOS:000309338100023		
J	Atkin, Joanna M.; Berweger, Samuel; Jones, Andrew C.; Raschke, Markus B.								Nano-optical imaging and spectroscopy of order, phases, and domains in complex solids								ADVANCES IN PHYSICS				61	6			745	842		10.1080/00018732.2012.737982			2012	2012										96							WOS:000311993200002		
J	Zhang, P.; Richard, P.; Qian, T.; Xu, Y-M; Dai, X.; Ding, H.								A precise method for visualizing dispersive features in image plots								REVIEW OF SCIENTIFIC INSTRUMENTS				82	4					043712	10.1063/1.3585113			APR 2011	2011										96							WOS:000290051500031		
J	Stanescu, Tudor D.; Galitski, Victor; Das Sarma, S.								Topological states in two-dimensional optical lattices								PHYSICAL REVIEW A				82	1					013608	10.1103/PhysRevA.82.013608			JUL 9 2010	2010										96							WOS:000279684900002		
J	Cha, Judy J.; Williams, James R.; Kong, Desheng; Meister, Stefan; Peng, Hailin; Bestwick, Andrew J.; Gallagher, Patrick; Goldhaber-Gordon, David; Cui, Yi								Magnetic Doping and Kondo Effect in Bi2Se3 Nanoribbons								NANO LETTERS				10	3			1076	1081		10.1021/nl100146n			MAR 2010	2010										96							WOS:000275278200057		
J	Thomale, Ronny; Platt, Christian; Hu, Jiangping; Honerkamp, Carsten; Bernevig, B. Andrei								Functional renormalization-group study of the doping dependence of pairing symmetry in the iron pnictide superconductors								PHYSICAL REVIEW B				80	18					180505	10.1103/PhysRevB.80.180505			NOV 2009	2009										96							WOS:000272310900030		
J	Lin, Yung-Hsiang; Lin, Sheng-Fong; Chi, Yu-Chieh; Wu, Chung-Lun; Cheng, Chih-Hsien; Tseng, Wei-Hsuan; He, Jr-Hau; Wu, Chih-, I; Lee, Chao-Kuei; Lin, Gong-Ru								Using n- and p-Type Bi2Te3 Topological Insulator Nanoparticles To Enable Controlled Femtosecond Mode-Locking of Fiber Lasers								ACS PHOTONICS				2	4			481	490		10.1021/acsphotonics.5b00031			APR 2015	2015										95							WOS:000353185000005		
J	Platt, C.; Hanke, W.; Thomale, R.								Functional renormalization group for multi-orbital Fermi surface instabilities								ADVANCES IN PHYSICS				62	4-6			453	562		10.1080/00018732.2013.862020			NOV 1 2013	2013										95							WOS:000329159400002		
J	Haazen, P. P. J.; Laloe, J. -B.; Nummy, T. J.; Swagten, H. J. M.; Jarillo-Herrero, P.; Heiman, D.; Moodera, J. S.								Ferromagnetism in thin-film Cr-doped topological insulator Bi2Se3								APPLIED PHYSICS LETTERS				100	8					082404	10.1063/1.3688043			FEB 20 2012	2012										95							WOS:000300711200035		
J	Culcer, Dimitrie								Transport in three-dimensional topological insulators: Theory and experiment								PHYSICA E-LOW-DIMENSIONAL SYSTEMS & NANOSTRUCTURES				44	5			860	884		10.1016/j.physe.2011.11.003			FEB 2012	2012										95							WOS:000303276200003		
J	Langbehn, Josias; Peng, Yang; Trifunovic, Luka; von Oppen, Felix; Brouwer, Piet W.								Reflection-Symmetric Second-Order Topological Insulators and Superconductors								PHYSICAL REVIEW LETTERS				119	24					246401	10.1103/PhysRevLett.119.246401			DEC 11 2017	2017										94							WOS:000417692700006		
J	Tang, Jianshi; Chang, Li-Te; Kou, Xufeng; Murata, Koichi; Choi, Eun Sang; Lang, Murong; Fan, Yabin; Jiang, Ying; Montazeri, Mohammad; Jiang, Wanjun; Wang, Yong; He, Liang; Wang, Kang L.								Electrical Detection of Spin-Polarized Surface States Conduction in (Bi0.5Sb0.47)(2)Te-3 Topological Insulator								NANO LETTERS				14	9			5423	5429		10.1021/nl5026198			SEP 2014	2014										94							WOS:000341544500076		
J	Sotor, J.; Sobon, G.; Grodecki, K.; Abramski, K. M.								Mode-locked erbium-doped fiber laser based on evanescent field interaction with Sb2Te3 topological insulator								APPLIED PHYSICS LETTERS				104	25					251112	10.1063/1.4885371			JUN 23 2014	2014										94							WOS:000338515900012		
J	Zhang, Xiao; Wang, Jing; Zhang, Shou-Cheng								Topological insulators for high-performance terahertz to infrared applications								PHYSICAL REVIEW B				82	24					245107	10.1103/PhysRevB.82.245107			DEC 8 2010	2010										94							WOS:000286895300005		
J	Shi, Le; Zhao, Tianshou								Recent advances in inorganic 2D materials and their applications in lithium and sodium batteries								JOURNAL OF MATERIALS CHEMISTRY A				5	8			3735	3758		10.1039/c6ta09831b			FEB 28 2017	2017										93							WOS:000395309800002		
J	Sun, J. P.; Matsuura, K.; Ye, G. Z.; Mizukami, Y.; Shimozawa, M.; Matsubayashi, K.; Yamashita, M.; Watashige, T.; Kasahara, S.; Matsuda, Y.; Yan, J-Q.; Sales, B. C.; Uwatoko, Y.; Cheng, J-G.; Shibauchi, T.								Dome-shaped magnetic order competing with high-temperature superconductivity at high pressures in FeSe								NATURE COMMUNICATIONS				7						12146	10.1038/ncomms12146			JUL 2016	2016										93							WOS:000380810100001		
J	Wang, He; Wang, Huichao; Liu, Haiwen; Lu, Hong; Yang, Wuhao; Jia, Shuang; Liu, Xiong-Jun; Xie, X. C.; Wei, Jian; Wang, Jian								Observation of superconductivity induced by a point contact on 3D Dirac semimetal Cd3As2 crystals								NATURE MATERIALS				15	1			38	+		10.1038/NMAT4456			JAN 2016	2016										93							WOS:000366690600017		
J	Xi, Xiaoxiang; Ma, Chunli; Liu, Zhenxian; Chen, Zhiqiang; Ku, Wei; Berger, H.; Martin, C.; Tanner, D. B.; Carr, G. L.								Signatures of a Pressure-Induced Topological Quantum Phase Transition in BiTeI								PHYSICAL REVIEW LETTERS				111	15					155701	10.1103/PhysRevLett.111.155701			OCT 8 2013	2013										93							WOS:000325372500005		
J	Zhang, Jian-Min; Zhu, Wenguang; Zhang, Ying; Xiao, Di; Yao, Yugui								Tailoring Magnetic Doping in the Topological Insulator Bi2Se3								PHYSICAL REVIEW LETTERS				109	26					266405	10.1103/PhysRevLett.109.266405			DEC 26 2012	2012										93							WOS:000312846800025		
J	Singh, Bahadur; Sharma, Ashutosh; Lin, H.; Hasan, M. Z.; Prasad, R.; Bansil, A.								Topological electronic structure and Weyl semimetal in the TlBiSe2 class of semiconductors								PHYSICAL REVIEW B				86	11					115208	10.1103/PhysRevB.86.115208			SEP 18 2012	2012										93							WOS:000308866600003		
J	Pan, Z. -H.; Fedorov, A. V.; Gardner, D.; Lee, Y. S.; Chu, S.; Valla, T.								Measurement of an Exceptionally Weak Electron-Phonon Coupling on the Surface of the Topological Insulator Bi2Se3 Using Angle-Resolved Photoemission Spectroscopy								PHYSICAL REVIEW LETTERS				108	18					187001	10.1103/PhysRevLett.108.187001			MAY 3 2012	2012										93							WOS:000303661900022		
J	Tse, Wang-Kong; MacDonald, A. H.								Magneto-optical Faraday and Kerr effects in topological insulator films and in other layered quantized Hall systems								PHYSICAL REVIEW B				84	20					205327	10.1103/PhysRevB.84.205327			NOV 21 2011	2011										93							WOS:000297295400006		
J	Wen, Jun; Rueegg, Andreas; Wang, C. -C. Joseph; Fiete, Gregory A.								Interaction-driven topological insulators on the kagome and the decorated honeycomb lattices								PHYSICAL REVIEW B				82	7					075125	10.1103/PhysRevB.82.075125			AUG 12 2010	2010										93							WOS:000280849600008		
J	Chen, Fei; Zhou, Bo; Zhang, Yan; Wei, Jia; Ou, Hong-Wei; Zhao, Jia-Feng; He, Cheng; Ge, Qing-Qin; Arita, Masashi; Shimada, Kenya; Namatame, Hirofumi; Taniguchi, Masaki; Lu, Zhong-Yi; Hu, Jiangping; Cui, Xiao-Yu; Feng, D. L.								Electronic structure of Fe1.04Te0.66Se0.34								PHYSICAL REVIEW B				81	1					014526	10.1103/PhysRevB.81.014526			JAN 1 2010	2010										93							WOS:000277958000012		
J	Hosur, Pavan; Ryu, Shinsei; Vishwanath, Ashvin								Chiral topological insulators, superconductors, and other competing orders in three dimensions								PHYSICAL REVIEW B				81	4					045120	10.1103/PhysRevB.81.045120			JAN 2010	2010										93							WOS:000274002500051		
J	Marsman, M; Hafner, J								Broken symmetries in the crystalline and magnetic structures of gamma-iron								PHYSICAL REVIEW B				66	22					224409	10.1103/PhysRevB.66.224409			DEC 1 2002	2002										93							WOS:000180279000046		
J	Min, Yuho; Moon, Geon Dae; Kim, Bong Soo; Lim, Byungkwon; Kim, Jin-Sang; Kang, Chong Yun; Jeong, Unyong								Quick, Controlled Synthesis of Ultrathin Bi2Se3 Nanodiscs and Nanosheets								JOURNAL OF THE AMERICAN CHEMICAL SOCIETY				134	6			2872	2875		10.1021/ja209991z			FEB 15 2012	2012										92							WOS:000301161500008		
J	Po, Hoi Chun; Vishwanath, Ashvin; Watanabe, Haruki								Complete theory of symmetry-based indicators of band topology								NATURE COMMUNICATIONS				8						50	10.1038/s41467-017-00133-2			JUN 30 2017	2017										91							WOS:000404452900001		
J	Fan, Yabin; Kou, Xufeng; Upadhyaya, Pramey; Shao, Qiming; Pan, Lei; Lang, Murong; Che, Xiaoyu; Tang, Jianshi; Montazeri, Mohammad; Murata, Koichi; Chang, Li-Te; Akyol, Mustafa; Yu, Guoqiang; Nie, Tianxiao; Wong, Kin L.; Liu, Jun; Wang, Yong; Tserkovnyak, Yaroslav; Wang, Kang L.								Electric-field control of spin-orbit torque in a magnetically doped topological insulator								NATURE NANOTECHNOLOGY				11	4			352	359		10.1038/NNANO.2015.294			APR 2016	2016										91							WOS:000373455500012		
J	Liu, Chao-Xing; Zhang, Shou-Cheng; Qi, Xiao-Liang								The Quantum Anomalous Hall Effect: Theory and Experiment								Annual Review of Condensed Matter Physics				7				301	321		10.1146/annurev-conmatphys-031115-011417			2016	2016										91							WOS:000372188500013		
J	Porer, M.; Leierseder, U.; Menard, J. -M.; Dachraoui, H.; Mouchliadis, L.; Perakis, I. E.; Heinzmann, U.; Demsar, J.; Rossnagel, K.; Huber, R.								Non-thermal separation of electronic and structural orders in a persisting charge density wave								NATURE MATERIALS				13	9			857	861		10.1038/NMAT4042			SEP 2014	2014										91							WOS:000341343500015		
J	Weng, Hongming; Zhao, Jianzhou; Wang, Zhijun; Fang, Zhong; Dai, Xi								Topological Crystalline Kondo Insulator in Mixed Valence Ytterbium Borides								PHYSICAL REVIEW LETTERS				112	1					016403	10.1103/PhysRevLett.112.016403			JAN 7 2014	2014										91							WOS:000331937900019		
J	Jiang, Yeping; Sun, Y. Y.; Chen, Mu; Wang, Yilin; Li, Zhi; Song, Canli; He, Ke; Wang, Lili; Chen, Xi; Xue, Qi-Kun; Ma, Xucun; Zhang, S. B.								Fermi-Level Tuning of Epitaxial Sb2Te3 Thin Films on Graphene by Regulating Intrinsic Defects and Substrate Transfer Doping								PHYSICAL REVIEW LETTERS				108	6					066809	10.1103/PhysRevLett.108.066809			FEB 10 2012	2012										91							WOS:000300102900026		
J	Chernyshev, A. L.; Zhitomirsky, M. E.								Spin waves in a triangular lattice antiferromagnet: Decays, spectrum renormalization, and singularities								PHYSICAL REVIEW B				79	14					144416	10.1103/PhysRevB.79.144416			APR 2009	2009										91							WOS:000265943200078		
J	Cinchetti, Mirko; Dediu, V. Alek; Hueso, Luis E.								Activating the molecular spinterface								NATURE MATERIALS				16	5			507	515		10.1038/NMAT4902			MAY 2017	2017										90							WOS:000400004200007		
J	Zhao, Lin; Liang, Aiji; Yuan, Dongna; Hu, Yong; Liu, Defa; Huang, Jianwei; He, Shaolong; Shen, Bing; Xu, Yu; Liu, Xu; Yu, Li; Liu, Guodong; Zhou, Huaxue; Huang, Yulong; Dong, Xiaoli; Zhou, Fang; Liu, Kai; Lu, Zhongyi; Zhao, Zhongxian; Chen, Chuangtian; Xu, Zuyan; Zhou, X. J.								Common electronic origin of superconductivity in (Li,Fe)OHFeSe bulk superconductor and single-layer FeSe/SrTiO3 films								NATURE COMMUNICATIONS				7						10608	10.1038/ncomms10608			FEB 2016	2016										90							WOS:000371019700026		
J	Wang, Eryin; Ding, Hao; Fedorov, Alexei V.; Yao, Wei; Li, Zhi; Lv, Yan-Feng; Zhao, Kun; Zhang, Li-Guo; Xu, Zhijun; Schneeloch, John; Zhong, Ruidan; Ji, Shuai-Hua; Wang, Lili; He, Ke; Ma, Xucun; Gu, Genda; Yao, Hong; Xue, Qi-Kun; Chen, Xi; Zhou, Shuyun								Fully gapped topological surface states in Bi2Se3 films induced by a d-wave high-temperature superconductor								NATURE PHYSICS				9	10			620	624		10.1038/NPHYS2744			OCT 2013	2013										90							WOS:000325205000010		
J	Zhang, Fan; Kane, C. L.; Mele, E. J.								Surface states of topological insulators								PHYSICAL REVIEW B				86	8					081303	10.1103/PhysRevB.86.081303			AUG 10 2012	2012										90							WOS:000307383200001		
J	Richardella, A.; Zhang, D. M.; Lee, J. S.; Koser, A.; Rench, D. W.; Yeats, A. L.; Buckley, B. B.; Awschalom, D. D.; Samarth, N.								Coherent heteroepitaxy of Bi2Se3 on GaAs (111)B								APPLIED PHYSICS LETTERS				97	26					262104	10.1063/1.3532845			DEC 27 2010	2010										90							WOS:000285768100030		
J	Maczewsky, Lukas J.; Zeuner, Julia M.; Nolte, Stefan; Szameit, Alexander								Observation of photonic anomalous Floquet topological insulators								NATURE COMMUNICATIONS				8						13756	10.1038/ncomms13756			JAN 4 2017	2017										89							WOS:000391095000001		
J	Hosono, Hideo; Tanabe, Keiichi; Takayama-Muromachi, Eiji; Kageyama, Hiroshi; Yamanaka, Shoji; Kumakura, Hiroaki; Nohara, Minoru; Hiramatsu, Hidenori; Fujitsu, Satoru								Exploration of new superconductors and functional materials, and fabrication of superconducting tapes and wires of iron pnictides								SCIENCE AND TECHNOLOGY OF ADVANCED MATERIALS				16	3					033503	10.1088/1468-6996/16/3/033503			JUN 2015	2015										89							WOS:000357424000004		
