PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	UT	PM
J	Qi, Xiao-Liang; Zhang, Shou-Cheng								Topological insulators and superconductors								REVIEWS OF MODERN PHYSICS				83	4						10.1103/RevModPhys.83.1057			OCT 14 2011	2011										5918							WOS:000308825700001		
J	Butler, Sheneve Z.; Hollen, Shawna M.; Cao, Linyou; Cui, Yi; Gupta, Jay A.; Gutierrez, Humberto R.; Heinz, Tony F.; Hong, Seung Sae; Huang, Jiaxing; Ismach, Ariel F.; Johnston-Halperin, Ezekiel; Kuno, Masaru; Plashnitsa, Vladimir V.; Robinson, Richard D.; Ruoff, Rodney S.; Salahuddin, Sayeef; Shan, Jie; Shi, Li; Spencer, Michael G.; Terrones, Mauricio; Windl, Wolfgang; Goldberger, Joshua E.								Progress, Challenges, and Opportunities in Two-Dimensional Materials Beyond Graphene								ACS NANO				7	4			2898	2926		10.1021/nn400280c			APR 2013	2013										2237							WOS:000318143300005		
J	Johnston, David C.								The puzzle of high temperature superconductivity in layered iron pnictides and chalcogenides								ADVANCES IN PHYSICS				59	6			803	1061	PII 927730316	10.1080/00018732.2010.513480			2010	2010										1225							WOS:000282683200001		
J	Kreyssig, A.; Kim, M. G.; Nandi, S.; Pratt, D. K.; Tian, W.; Zarestky, J. L.; Ni, N.; Thaler, A.; Bud'ko, S. L.; Canfield, P. C.; McQueeney, R. J.; Goldman, A. I.								Suppression of antiferromagnetic order and orthorhombic distortion in superconducting Ba(Fe0.961Rh0.039)(2)As-2								PHYSICAL REVIEW B				81	13					134512	10.1103/PhysRevB.81.134512			APR 1 2010	2010										37							WOS:000277207900087		
J	Zaanen, J.								Specific-heat jump at the superconducting transition and the quantum critical nature of the normal state of pnictide superconductors								PHYSICAL REVIEW B				80	21					212502	10.1103/PhysRevB.80.212502			DEC 2009	2009										37							WOS:000273228200017		
J	Bohmer, Anna E.; Kreisel, Andreas								Nematicity, magnetism and superconductivity in FeSe								JOURNAL OF PHYSICS-CONDENSED MATTER				30	2					023001	10.1088/1361-648X/aa9caa			JAN 17 2018	2018										36							WOS:000418153100001		
J	Massat, Pierre; Farina, Donato; Paul, Indranil; Karlsson, Sandra; Strobel, Pierre; Toulemonde, Pierre; Measson, Marie-Aude; Cazayous, Maximilien; Sacuto, Alain; Kasahara, Shigeru; Shibauchi, Takasada; Matsuda, Yuji; Gallais, Yann								Charge-induced nematicity in FeSe								PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF AMERICA				113	33			9177	9181		10.1073/pnas.1606562113			AUG 16 2016	2016										36							WOS:000381399200037		
J	Edmonds, Mark T.; Hellerstedt, Jack T.; Tadich, Anton; Schenk, Alex; O'Donnell, Kane Michael; Tosado, Jacob; Butch, Nicholas P.; Syers, Paul; Paglione, Johnpierre; Fuhrer, Michael S.								Stability and Surface Reconstruction of Topological Insulator Bi2Se3 on Exposure to Atmosphere								JOURNAL OF PHYSICAL CHEMISTRY C				118	35			20413	20419		10.1021/jp506089b			SEP 4 2014	2014										36							WOS:000341337700040		
J	Kontani, Hiroshi; Yamakawa, Youichi								Linear Response Theory for Shear Modulus C-66 and Raman Quadrupole Susceptibility: Evidence for Nematic Orbital Fluctuations in Fe-based Superconductors								PHYSICAL REVIEW LETTERS				113	4					047001	10.1103/PhysRevLett.113.047001			JUL 25 2014	2014										36							WOS:000341261100016		
J	Patz, Aaron; Li, Tianqi; Ran, Sheng; Fernandes, Rafael M.; Schmalian, Joerg; Bud'ko, Sergey L.; Canfield, Paul C.; Perakis, Ilias E.; Wang, Jigang								Ultrafast observation of critical nematic fluctuations and giant magnetoelastic coupling in iron pnictides								NATURE COMMUNICATIONS				5						3229	10.1038/ncomms4229			FEB 2014	2014										36							WOS:000332665700004		
J	Fang, L.; Jia, Y.; Miller, D. J.; Latimer, M. L.; Xiao, Z. L.; Welp, U.; Crabtree, G. W.; Kwok, W. -K.								Catalyst-Free Growth of Millimeter-Long Topological Insulator Bi2Se3 Nanoribbons and the Observation of the pi-Berry Phase								NANO LETTERS				12	12			6164	6169		10.1021/nl302989v			DEC 2012	2012										36							WOS:000312122100021		
J	Chen, Mu; Peng, Jun-Ping; Zhang, Hui-Min; Wang, Li-Li; He, Ke; Ma, Xu-Cun; Xue, Qi-Kun								Molecular beam epitaxy of bilayer Bi(111) films on topological insulator Bi2Te3: A scanning tunneling microscopy study								APPLIED PHYSICS LETTERS				101	8					081603	10.1063/1.4747715			AUG 20 2012	2012										36							WOS:000308420800024		
J	Meingast, Christoph; Hardy, Frederic; Heid, Rolf; Adelmann, Peter; Boehmer, Anna; Burger, Philipp; Ernst, Doris; Fromknecht, Rainer; Schweiss, Peter; Wolf, Thomas								Thermal Expansion and Gruneisen Parameters of Ba(Fe1-xCox)(2)As-2: A Thermodynamic Quest for Quantum Criticality								PHYSICAL REVIEW LETTERS				108	17					177004	10.1103/PhysRevLett.108.177004			APR 25 2012	2012										36							WOS:000303196000007		
J	Carrington, A.								Quantum oscillation studies of the Fermi surface of iron-pnictide superconductors								REPORTS ON PROGRESS IN PHYSICS				74	12					124507	10.1088/0034-4885/74/12/124507			DEC 2011	2011										36							WOS:000298079500008		
J	Kim, J. S.; Stewart, G. R.; Kasahara, S.; Shibauchi, T.; Terashima, T.; Matsuda, Y.								Specific heat discontinuity, Delta C, at T-c in BaFe2(As0.7P0.3)(2)-consistent with unconventional superconductivity								JOURNAL OF PHYSICS-CONDENSED MATTER				23	22					222201	10.1088/0953-8984/23/22/222201			JUN 8 2011	2011										36							WOS:000290793900001		
J	Stojchevska, L.; Kusar, P.; Mertelj, T.; Kabanov, V. V.; Lin, X.; Cao, G. H.; Xu, Z. A.; Mihailovic, D.								Electron-phonon coupling and the charge gap of spin-density wave iron-pnictide materials from quasiparticle relaxation dynamics								PHYSICAL REVIEW B				82	1					012505	10.1103/PhysRevB.82.012505			JUL 16 2010	2010										36							WOS:000279992600003		
J	Gofryk, K.; Sefat, A. S.; Bauer, E. D.; McGuire, M. A.; Sales, B. C.; Mandrus, D.; Thompson, J. D.; Ronning, F.								Gap structure in the electron-doped iron-arsenide superconductor Ba(Fe0.92Co0.08)(2)As-2: low-temperature specific heat study								NEW JOURNAL OF PHYSICS				12						023006	10.1088/1367-2630/12/2/023006			FEB 9 2010	2010										36							WOS:000274335300002		
J	Harriger, Leland W.; Schneidewind, Astrid; Li, Shiliang; Zhao, Jun; Li, Zhengcai; Lu, Wei; Dong, Xiaoli; Zhou, Fang; Zhao, Zhongxian; Hu, Jiangping; Dai, Pengcheng								Transition from Three-Dimensional Anisotropic Spin Excitations to Two-Dimensional Spin Excitations by Electron Doping the FeAs-Based BaFe1.96Ni0.04As2 Superconductor								PHYSICAL REVIEW LETTERS				103	8					087005	10.1103/PhysRevLett.103.087005			AUG 21 2009	2009										36							WOS:000269288500058		
J	Hu, Ding; Lu, Xingye; Zhang, Wenliang; Luo, Huiqian; Li, Shiliang; Wang, Peipei; Chen, Genfu; Han, Fei; Banjara, Shree R.; Sapkota, A.; Kreyssig, A.; Goldman, A. I.; Yamani, Z.; Niedermayer, Christof; Skoulatos, Markos; Georgii, Robert; Keller, T.; Wang, Pengshuai; Yu, Weiqiang; Dai, Pengcheng								Structural and Magnetic Phase Transitions near Optimal Superconductivity in BaFe2(As1-xPx)(2)								PHYSICAL REVIEW LETTERS				114	15					157002	10.1103/PhysRevLett.114.157002			APR 17 2015	2015										35							WOS:000353035200006		
J	Iye, Tetsuya; Julien, Marc-Henri; Mayaffre, Hadrien; Horvatic, Mladen; Berthier, Claude; Ishida, Kenji; Ikeda, Hiroaki; Kasahara, Shigeru; Shibauchi, Takasada; Matsuda, Yuji								Emergence of Orbital Nematicity in the Tetragonal Phase of BaFe2(As1-xPx)(2)								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				84	4					043705	10.7566/JPSJ.84.043705			APR 15 2015	2015										35							WOS:000350743500006		
J	Tranquada, John M.; Xu, Guangyong; Zaliznyak, Igor A.								Superconductivity, antiferromagnetism, and neutron scattering								JOURNAL OF MAGNETISM AND MAGNETIC MATERIALS				350				148	160		10.1016/j.jmmm.2013.09.029			JAN 2014	2014										35							WOS:000327776000027		
J	Lin, C. J.; He, X. Y.; Liao, J.; Wang, X. X.; Sacksteder, V.; Yang, W. M.; Guan, T.; Zhang, Q. M.; Gu, L.; Zhang, G. Y.; Zeng, C. G.; Dai, X.; Wu, K. H.; Li, Y. Q.								Parallel field magnetoresistance in topological insulator thin films								PHYSICAL REVIEW B				88	4					041307	10.1103/PhysRevB.88.041307			JUL 22 2013	2013										35							WOS:000322113300002		
J	Lawson, Ben J.; Hor, Y. S.; Li, Lu								Quantum Oscillations in the Topological Superconductor Candidate Cu0.25Bi2Se3								PHYSICAL REVIEW LETTERS				109	22					226406	10.1103/PhysRevLett.109.226406			NOV 30 2012	2012										35							WOS:000311714000006		
J	Bernhard, C.; Wang, C. N.; Nuccio, L.; Schulz, L.; Zaharko, O.; Larsen, J.; Aristizabal, C.; Willis, M.; Drew, A. J.; Varma, G. D.; Wolf, T.; Niedermayer, Ch.								Muon spin rotation study of magnetism and superconductivity in Ba(Fe1-xCox)(2)As-2 single crystals								PHYSICAL REVIEW B				86	18					184509	10.1103/PhysRevB.86.184509			NOV 14 2012	2012										35							WOS:000311139300002		
J	Wang, N. L.; Hu, W. Z.; Chen, Z. G.; Yuan, R. H.; Li, G.; Chen, G. F.; Xiang, T.								High energy pseudogap and its evolution with doping in Fe-based superconductors as revealed by optical spectroscopy								JOURNAL OF PHYSICS-CONDENSED MATTER				24	29					294202	10.1088/0953-8984/24/29/294202			JUL 25 2012	2012										35							WOS:000306270700004		
J	Kontani, Hiroshi; Inoue, Yoshio; Saito, Tetsuro; Yamakawa, Youichi; Onari, Seiichiro								Orbital fluctuation theory in iron-based superconductors: s(++)-wave superconductivity, structure transition, and impurity-induced nematic order								SOLID STATE COMMUNICATIONS				152	8			718	727		10.1016/j.ssc.2012.01.012			APR 2012	2012						International Conference on Novel Superconductors and Supermaterials (N2S)	MAR 06-08, 2011		Tokyo, JAPAN	35							WOS:000302492900016		
J	Roessler, S.; Cherian, Dona; Lorenz, W.; Doerr, M.; Koz, C.; Curfs, C.; Prots, Yu.; Roessler, U. K.; Schwarz, U.; Elizabeth, Suja; Wirth, S.								First-order structural transition in the magnetically ordered phase of Fe1.13Te								PHYSICAL REVIEW B				84	17					174506	10.1103/PhysRevB.84.174506			NOV 8 2011	2011										35							WOS:000296860400005		
J	Qi, Shifei; Qiao, Zhenhua; Deng, Xinzhou; Cubuk, Ekin D.; Chen, Hua; Zhu, Wenguang; Kaxiras, Efthimios; Zhang, S. B.; Xu, Xiaohong; Zhang, Zhenyu								High-Temperature Quantum Anomalous Hall Effect in n-p Codoped Topological Insulators								PHYSICAL REVIEW LETTERS				117	5					056804	10.1103/PhysRevLett.117.056804			JUL 27 2016	2016										34							WOS:000381470200012		
J	Zeljkovic, Ilija; Walkup, Daniel; Assaf, Badih A.; Scipioni, Kane L.; Sankar, R.; Chou, Fangcheng; Madhavan, Vidya								Strain engineering Dirac surface states in heteroepitaxial topological crystalline insulator thin films								NATURE NANOTECHNOLOGY				10	10			849	853		10.1038/NNANO.2015.177			OCT 2015	2015										34							WOS:000363079900008		
J	Schaffer, Robert; Lee, Eric Kin-Ho; Lu, Yuan-Ming; Kim, Yong Baek								Topological Spinon Semimetals and Gapless Boundary States in Three Dimensions								PHYSICAL REVIEW LETTERS				114	11					116803	10.1103/PhysRevLett.114.116803			MAR 17 2015	2015										34							WOS:000351507400013		
J	Galletti, L.; Charpentier, S.; Iavarone, M.; Lucignano, P.; Massarotti, D.; Arpaia, R.; Suzuki, Y.; Kadowaki, K.; Bauch, T.; Tagliacozzo, A.; Tafuri, F.; Lombardi, F.								Influence of topological edge states on the properties of Al/Bi2Se3/Al hybrid Josephson devices								PHYSICAL REVIEW B				89	13					134512	10.1103/PhysRevB.89.134512			APR 21 2014	2014										34							WOS:000335231400007		
J	Kim, Y. K.; Jung, W. S.; Han, G. R.; Choi, K-Y.; Kim, K-H.; Chen, C-C.; Devereaux, T. P.; Chainani, A.; Miyawaki, J.; Takata, Y.; Tanaka, Y.; Oura, M.; Shin, S.; Singh, A. P.; Lee, H. G.; Kim, J-Y.; Kim, C.								Existence of Orbital Order and its Fluctuation in Superconducting Ba(Fe1-xCox)(2)As-2 Single Crystals Revealed by X-ray Absorption Spectroscopy								PHYSICAL REVIEW LETTERS				111	21					217001	10.1103/PhysRevLett.111.217001			NOV 19 2013	2013										34							WOS:000327245600025		
J	Lu, Donghui; Vishik, Inna M.; Yi, Ming; Chen, Yulin; Moore, Rob G.; Shen, Zhi-Xun								Angle-Resolved Photoemission Studies of Quantum Materials								Annual Review of Condensed Matter Physics				3				129	167		10.1146/annurev-conmatphys-020911-125027			2012	2012										34							WOS:000301793100008		
J	Tanatar, M. A.; Reid, J. -Ph; de Cotret, S. Rene; Doiron-Leyraud, N.; Laliberte, F.; Hassinger, E.; Chang, J.; Kim, H.; Cho, K.; Song, Yoo Jang; Kwon, Yong Seung; Prozorov, R.; Taillefer, Louis								Isotropic three-dimensional gap in the iron arsenide superconductor LiFeAs from directional heat transport measurements								PHYSICAL REVIEW B				84	5					054507	10.1103/PhysRevB.84.054507			AUG 5 2011	2011										34							WOS:000293553100016		
J	Bonville, P.; Rullier-Albenque, F.; Colson, D.; Forget, A.								Incommensurate spin density wave in Co-doped BaFe2As2								EPL				89	6					67008	10.1209/0295-5075/89/67008			MAR 2010	2010										34							WOS:000279115100024		
J	Ahilan, K.; Ning, F. L.; Imai, T.; Sefat, A. S.; McGuire, M. A.; Sales, B. C.; Mandrus, D.								Electronic phase diagram of the iron-based high-T-c superconductor Ba(Fe1-xCox)(2)As-2 under hydrostatic pressure (0 < x < 0.099)								PHYSICAL REVIEW B				79	21					214520	10.1103/PhysRevB.79.214520			JUN 2009	2009										34							WOS:000267699200121		
J	Wang, P. S.; Sun, S. S.; Cui, Y.; Song, W. H.; Li, T. R.; Yu, Rong; Lei, Hechang; Yu, Weiqiang								Pressure Induced Stripe-Order Antiferromagnetism and First-Order Phase Transition in FeSe								PHYSICAL REVIEW LETTERS				117	23					237001	10.1103/PhysRevLett.117.237001			NOV 30 2016	2016										33							WOS:000391391400016		
J	Tanatar, M. A.; Bohmer, A. E.; Timmons, E. I.; Schutt, M.; Drachuck, G.; Taufour, V.; Kothapalli, K.; Kreyssig, A.; Bud'ko, S. L.; Canfield, P. C.; Fernandes, R. M.; Prozorov, R.								Origin of the Resistivity Anisotropy in the Nematic Phase of FeSe								PHYSICAL REVIEW LETTERS				117	12					127001	10.1103/PhysRevLett.117.127001			SEP 16 2016	2016										33							WOS:000383344000017		
J	Kushwaha, S. K.; Pletikosic, I.; Liang, T.; Gyenis, A.; Lapidus, S. H.; Tian, Yao; Zhao, He; Burch, K. S.; Lin, Jingjing; Wang, Wudi; Ji, Huiwen; Fedorov, A. V.; Yazdani, Ali; Ong, N. P.; Valla, T.; Cava, R. J.								Sn-doped Bi1.1Sb0.9Te2S bulk crystal topological insulator with excellent properties								NATURE COMMUNICATIONS				7						11456	10.1038/ncomms11456			APR 2016	2016										33							WOS:000374896600001		
J	Sharma, Alka; Bhattacharyya, Biplab; Srivastava, A. K.; Senguttuvan, T. D.; Husale, Sudhir								High performance broadband photodetector using fabricated nanowires of bismuth selenide								SCIENTIFIC REPORTS				6							10.1038/srep19138			JAN 11 2016	2016										33							WOS:000368108800002		
J	Bascones, Elena; Valenzuela, Belen; Jose Calderon, Maria								Magnetic interactions in iron superconductors: A review								COMPTES RENDUS PHYSIQUE				17	1-2			36	59		10.1016/j.crhy.2015.05.004			JAN-FEB 2016	2016										33							WOS:000373524200003		
J	Hicks, Clifford W.; Barber, Mark E.; Edkins, Stephen D.; Brodsky, Daniel O.; Mackenzie, Andrew P.								Piezoelectric-based apparatus for strain tuning								REVIEW OF SCIENTIFIC INSTRUMENTS				85	6					065003	10.1063/1.4881611			JUN 2014	2014										33							WOS:000339010500052		
J	Park, Kyungwha; De Beule, Christophe; Partoens, Bart								The ageing effect in topological insulators: evolution of the surface electronic structure of Bi2Se3 upon K adsorption								NEW JOURNAL OF PHYSICS				15						113031	10.1088/1367-2630/15/11/113031			NOV 13 2013	2013										33							WOS:000326876100006		
J	Zhang, Chenglin; Li, H. -F.; Song, Yu; Su, Yixi; Tan, Guotai; Netherton, Tucker; Redding, Caleb; Carr, Scott V.; Sobolev, Oleg; Schneidewind, Astrid; Faulhaber, Enrico; Harriger, L. W.; Li, Shiliang; Lu, Xingye; Yao, Dao-Xin; Das, Tanmoy; Balatsky, A. V.; Brueckel, Th.; Lynn, J. W.; Dai, Pengcheng								Distinguishing s(+/-) and s(++) electron pairing symmetries by neutron spin resonance in superconducting NaFe0.935Co0.045As								PHYSICAL REVIEW B				88	6					064504	10.1103/PhysRevB.88.064504			AUG 9 2013	2013										33							WOS:000322898300006		
J	Vagov, A.; Shanenko, A. A.; Milosevic, M. V.; Axt, V. M.; Peeters, F. M.								Two-band superconductors: Extended Ginzburg-Landau formalism by a systematic expansion in small deviation from the critical temperature								PHYSICAL REVIEW B				86	14					144514	10.1103/PhysRevB.86.144514			OCT 12 2012	2012										33							WOS:000309776800001		
J	Yu, Rong; Wang, Zhentao; Goswami, Pallab; Nevidomskyy, Andriy H.; Si, Qimiao; Abrahams, Elihu								Spin dynamics of a J(1)-J(2)-K model for the paramagnetic phase of iron pnictides								PHYSICAL REVIEW B				86	8					085148	10.1103/PhysRevB.86.085148			AUG 31 2012	2012										33							WOS:000308210000004		
J	Zhang, H. B.; Yu, H. L.; Bao, D. H.; Li, S. W.; Wang, C. X.; Yang, G. W.								Weak localization bulk state in a topological insulator Bi2Te3 film								PHYSICAL REVIEW B				86	7					075102	10.1103/PhysRevB.86.075102			AUG 3 2012	2012										33							WOS:000307124900001		
J	Zhang, Hong Bin; Yu, Hai Lin; Bao, Ding Hua; Li, Shu Wei; Wang, Cheng Xin; Yang, Guo Wei								Magnetoresistance Switch Effect of a Sn-Doped Bi2Te3 Topological Insulator								ADVANCED MATERIALS				24	1			132	+		10.1002/adma.201103530			JAN 2012	2012										33							WOS:000298602300018		
J	Kim, S. K.; Torikachvili, M. S.; Colombier, E.; Thaler, A.; Bud'ko, S. L.; Canfield, P. C.								Combined effects of pressure and Ru substitution on BaFe2As2								PHYSICAL REVIEW B				84	13					134525	10.1103/PhysRevB.84.134525			OCT 18 2011	2011										33							WOS:000296289500013		
J	Urbano, R. R.; Green, E. L.; Moulton, W. G.; Reyes, A. P.; Kuhns, P. L.; Bittar, E. M.; Adriano, C.; Garitezi, T. M.; Bufaical, L.; Pagliuso, P. G.								Distinct High-T Transitions in Underdoped Ba1-xKxFe2As2								PHYSICAL REVIEW LETTERS				105	10					107001	10.1103/PhysRevLett.105.107001			AUG 31 2010	2010										33							WOS:000281406900009		
J	de Jong, S.; Huang, Y.; Huisman, R.; Massee, F.; Thirupathaiah, S.; Gorgoi, M.; Schaefers, F.; Follath, R.; Goedkoop, J. B.; Golden, M. S.								High-resolution, hard x-ray photoemission investigation of BaFe2As2: Moderate influence of the surface and evidence for a low degree of Fe 3d-As 4p hybridization of electronic states near the Fermi energy								PHYSICAL REVIEW B				79	11					115125	10.1103/PhysRevB.79.115125			MAR 2009	2009										33							WOS:000264768900052		
J	Schumann, Timo; Galletti, Luca; Kealhofer, David A.; Kim, Honggyu; Goyal, Manik; Stemmer, Susanne								Observation of the Quantum Hall Effect in Confined Films of the Three-Dimensional Dirac Semimetal Cd3As2								PHYSICAL REVIEW LETTERS				120	1					016801	10.1103/PhysRevLett.120.016801			JAN 3 2018	2018										32							WOS:000419101400005		
J	Li, Peng; Wen, Yan; He, Xin; Zhang, Qiang; Xia, Chuan; Yu, Zhi-Ming; Yang, Shengyuan A.; Zhu, Zhiyong; Alshareef, Husam N.; Zhang, Xi-Xiang								Evidence for topological type-II Weyl semimetal WTe2								NATURE COMMUNICATIONS				8						2150	10.1038/s41467-017-02237-1			DEC 15 2017	2017										32							WOS:000418236800012		
J	Little, A.; Wu, Liang; Lampen-Kelley, P.; Banerjee, A.; Patankar, S.; Rees, D.; Bridges, C. A.; Yan, J. -Q.; Mandrus, D.; Nagler, S. E.; Orenstein, J.								Antiferromagnetic Resonance and Terahertz Continuum in alpha-RuCl3								PHYSICAL REVIEW LETTERS				119	22					227201	10.1103/PhysRevLett.119.227201			NOV 28 2017	2017										32							WOS:000416317900014		
J	Yi, Ming; Zhang, Yan; Shen, Zhi-Xun; Lu, Donghui								Role of the orbital degree of freedom in iron-based superconductors								NPJ QUANTUM MATERIALS				2						57	10.1038/s41535-017-0059-y			OCT 18 2017	2017										32							WOS:000414584500001		
J	Kim, Hyun-Sik; Heinz, Nicholas A.; Gibbs, Zachary M.; Tang, Yinglu; Kang, Stephen D.; Snyder, G. Jeffrey								High thermoelectric performance in (Bi0.25Sb0.75)(2)Te-3 due to band convergence and improved by carrier concentration control								MATERIALS TODAY				20	8			452	459		10.1016/j.mattod.2017.02.007			OCT 2017	2017										32							WOS:000414598800015		
J	Liang, Tian; Lin, Jingjing; Gibson, Quinn; Gao, Tong; Hirschberger, Max; Liu, Minhao; Cava, R. J.; Ong, N. P.								Anomalous Nernst Effect in the Dirac Semimetal Cd3As2								PHYSICAL REVIEW LETTERS				118	13					136601	10.1103/PhysRevLett.118.136601			MAR 29 2017	2017										32							WOS:000397808800006		
J	Politano, Antonio; Viti, Leonardo; Vitiello, Miriam S.								Optoelectronic devices, plasmonics, and photonics with topological insulators								APL MATERIALS				5	3					035504	10.1063/1.4977782			MAR 2017	2017										32							WOS:000398951000006		
J	Schattner, Yoni; Gerlach, Max H.; Trebst, Simon; Berg, Erez								Competing Orders in a Nearly Antiferromagnetic Metal								PHYSICAL REVIEW LETTERS				117	9					097002	10.1103/PhysRevLett.117.097002			AUG 26 2016	2016										32							WOS:000382008900007		
J	Patel, Aavishkar A.; Sachdev, Subir								dc resistivity at the onset of spin density wave order in two-dimensional metals								PHYSICAL REVIEW B				90	16					165146	10.1103/PhysRevB.90.165146			OCT 31 2014	2014										32							WOS:000344032300005		
J	Zhao, Yanfei; Liu, Haiwen; Guo, Xin; Jiang, Ying; Sun, Yi; Wang, Huichao; Wang, Yong; Li, Han-Dong; Xie, Mao-Hai; Xie, Xin-Cheng; Wang, Jian								Crossover from 3D to 2D Quantum Transport in Bi2Se3/In2Se3 Superlattices								NANO LETTERS				14	9			5244	5249		10.1021/nl502220p			SEP 2014	2014										32							WOS:000341544500050		
J	Sung, Ji Ho; Heo, Hoseok; Hwang, Inchan; Lim, Myungsoo; Lee, Donghun; Kang, Kibum; Choi, Hee Cheul; Park, Jae-Hoon; Jhi, Seung-Hoon; Jo, Moon-Ho								Atomic Layer-by-Layer Thermoelectric Conversion in Topological Insulator Bismuth/Antimony Tellurides								NANO LETTERS				14	7			4030	4035		10.1021/nl501468k			JUL 2014	2014										32							WOS:000338979700051		
J	Yang, L. X.; Rohde, G.; Rohwer, T.; Stange, A.; Hanff, K.; Sohrt, C.; Rettig, L.; Cortes, R.; Chen, F.; Feng, D. L.; Wolf, T.; Kamble, B.; Eremin, I.; Popmintchev, T.; Murnane, M. M.; Kapteyn, H. C.; Kipp, L.; Fink, J.; Bauer, M.; Bovensiepen, U.; Rossnagel, K.								Ultrafast Modulation of the Chemical Potential in BaFe2As2 by Coherent Phonons								PHYSICAL REVIEW LETTERS				112	20					207001	10.1103/PhysRevLett.112.207001			MAY 21 2014	2014										32							WOS:000336250100012		
J	Zhang, Tong; Ha, Jeonghoon; Levy, Niv; Kuk, Young; Stroscio, Joseph								Electric-Field Tuning of the Surface Band Structure of Topological Insulator Sb2Te3 Thin Films								PHYSICAL REVIEW LETTERS				111	5					056803	10.1103/PhysRevLett.111.056803			JUL 30 2013	2013										32							WOS:000322595300010		
J	Koumoulis, Dimitrios; Chasapis, Thomas C.; Taylor, Robert E.; Lake, Michael P.; King, Danny; Jarenwattananon, Nanette N.; Fiete, Gregory A.; Kanatzidis, Mercouri G.; Bouchard, Louis-S.								NMR Probe of Metallic States in Nanoscale Topological Insulators								PHYSICAL REVIEW LETTERS				110	2					026602	10.1103/PhysRevLett.110.026602			JAN 9 2013	2013										32							WOS:000313336900012		
J	Pershoguba, Sergey S.; Yakovenko, Victor M.								Shockley model description of surface states in topological insulators								PHYSICAL REVIEW B				86	7					075304	10.1103/PhysRevB.86.075304			AUG 2 2012	2012										32							WOS:000307061200004		
J	Petrushevsky, M.; Lahoud, E.; Ron, A.; Maniv, E.; Diamant, I.; Neder, I.; Wiedmann, S.; Guduru, V. K.; Chiappini, F.; Zeitler, U.; Maan, J. C.; Chashka, K.; Kanigel, A.; Dagan, Y.								Probing the surface states in Bi2Se3 using the Shubnikov-de Haas effect								PHYSICAL REVIEW B				86	4					045131	10.1103/PhysRevB.86.045131			JUL 26 2012	2012										32							WOS:000306925300002		
J	Stojchevska, L.; Mertelj, T.; Chu, Jiun-Haw; Fisher, Ian R.; Mihailovic, D.								Doping dependence of femtosecond quasiparticle relaxation dynamics in Ba(Fe,Co)(2)As-2 single crystals: Evidence for normal-state nematic fluctuations								PHYSICAL REVIEW B				86	2					024519	10.1103/PhysRevB.86.024519			JUL 19 2012	2012										32							WOS:000306543900003		
J	Inoue, Yoshio; Yamakawa, Youichi; Kontani, Hiroshi								Impurity-induced electronic nematic state and C-2-symmetric nanostructures in iron pnictide superconductors								PHYSICAL REVIEW B				85	22					224506	10.1103/PhysRevB.85.224506			JUN 5 2012	2012										32							WOS:000304806900003		
J	Wang, Xiaoxiong; Bian, Guang; Miller, T.; Chiang, T. -C.								Fragility of Surface States and Robustness of Topological Order in Bi2Se3 against Oxidation								PHYSICAL REVIEW LETTERS				108	9					096404	10.1103/PhysRevLett.108.096404			FEB 29 2012	2012										32							WOS:000300943200011		
J	Danura, Masataka; Kudo, Kazutaka; Oshiro, Yoshihiro; Araki, Shingo; Kobayashi, Tatsuo C.; Nohara, Minoru								Interplay of Superconductivity and Fermi-Liquid Transport in Rh-Doped CaFe2As2 with Lattice-Collapse Transition								JOURNAL OF THE PHYSICAL SOCIETY OF JAPAN				80	10					103701	10.1143/JPSJ.80.103701			OCT 2011	2011										32							WOS:000295456700002		
J	de Jong, S.; van Heumen, E.; Thirupathaiah, S.; Huisman, R.; Massee, F.; Goedkoop, J. B.; Ovsyannikov, R.; Fink, J.; Duerr, H. A.; Gloskovskii, A.; Jeevan, H. S.; Gegenwart, P.; Erb, A.; Patthey, L.; Shi, M.; Follath, R.; Varykhalov, A.; Golden, M. S.								Droplet-like Fermi surfaces in the anti-ferromagnetic phase of EuFe2As2, an Fe-pnictide superconductor parent compound								EPL				89	2					27007	10.1209/0295-5075/89/27007			JAN 2010	2010										32							WOS:000274848500030		
J	Prozorov, R.; Tanatar, M. A.; Blomberg, E. C.; Prommapan, P.; Gordon, R. T.; Ni, N.; Bud'ko, S. L.; Canfield, P. C.								Doping - Dependent irreversible magnetic properties of Ba(Fe1-xCox)(2)As-2 single crystals								PHYSICA C-SUPERCONDUCTIVITY AND ITS APPLICATIONS				469	9-12			667	673		10.1016/j.physc.2009.03.028			MAY-JUN 2009	2009										32							WOS:000267191500044		
